Row Label,County,Mary Yu,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
KEN 47-1102,KI,223,759,158,382,0,1
MED 48-0749,KI,149,485,134,285,0,2
SEA 32-3656,KI,176,474,110,288,0,2
SEA 34-1412,KI,82,261,82,166,0,2
FALCON,KI,145,456,141,288,0,2
SEA 36-1319,KI,174,469,110,285,0,1
SEA 36-1318,KI,310,999,221,537,0,6
SEA 36-1317,KI,211,631,156,370,0,3
SEA 36-2119,KI,92,277,83,176,0,1
KMR 46-0501,KI,183,546,119,304,0,2
TUK 11-3499,KI,70,245,36,109,0,3
CHAUTAUQUA,KI,145,416,111,259,0,3
SEA 43-2004,KI,117,356,87,206,0,2
SUNNYWOOD,KI,185,629,101,287,0,1
M-V 05-3242,KI,152,588,108,262,0,2
LAKE JOY,KI,258,845,209,478,0,11
BEL 48-2715,KI,169,471,128,298,0,1
SEA 43-2006,KI,90,298,79,169,0,0
TAHLEQUAH,KI,203,550,143,349,0,3
BEL 48-2716,KI,137,593,90,230,0,3
WEBSTER,KI,176,430,105,282,0,1
DES 33-0532,KI,95,271,52,148,0,1
SEA 43-2001,KI,269,648,161,433,0,3
SEA 43-2002,KI,243,587,147,391,0,1
KIR 01-2561,KI,206,649,132,340,0,2
SI VIEW,KI,145,433,113,259,0,1
SET 33-3073,KI,116,285,53,171,0,2
MERLOT,KI,211,527,138,349,0,0
RNT 33-1204,KI,309,851,150,461,0,2
KIR 48-3337,KI,278,809,183,463,0,2
SEA 11-3580,KI,112,401,63,175,0,0
DUV 45-3502,KI,146,398,96,243,0,1
RED 48-0939,KI,154,457,100,255,0,1
ISS 05-3651,KI,108,396,61,170,0,1
RED 48-0937,KI,70,223,54,125,0,1
RED 48-0935,KI,176,591,109,291,0,6
TAHOMA,KI,163,571,146,313,0,4
BEL 41-0460,KI,188,506,100,289,0,1
PLAINS,KI,244,742,179,430,0,7
SEA 37-1864,KI,193,622,78,273,0,2
SEA 43-1870,KI,172,466,98,273,0,3
SAM 45-2684,KI,104,304,64,169,0,1
KIR 45-0630,KI,167,518,84,259,0,8
KIR 45-0631,KI,173,585,132,308,0,3
KIR 45-0632,KI,168,475,103,273,0,2
BEL 41-3680,KI,131,413,105,239,0,3
RNT 11-3619,KI,137,472,86,225,0,2
BEL 41-3684,KI,66,240,55,122,0,1
RNT 37-3154,KI,199,770,108,311,0,4
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,134,343,87,225,0,4
NPK 33-2474,KI,149,454,166,316,0,1
KMR 46-0695,KI,177,532,121,299,0,1
HAPPY VALLEY,KI,49,141,31,82,0,2
RED 48-3147,KI,111,439,64,175,0,0
ADAIR,KI,482,928,273,756,0,1
SEA 34-1257,KI,168,510,133,304,0,3
SEA 34-1254,KI,99,346,50,150,0,1
SEA 34-1255,KI,143,414,56,202,0,3
SEA 34-1252,KI,172,660,121,295,0,2
SEA 34-1250,KI,114,335,84,199,0,1
SEA 34-1251,KI,216,538,94,312,0,2
COV 47-3365,KI,87,286,77,164,0,0
KIR 48-2915,KI,141,411,97,240,0,2
SET 33-3065,KI,111,464,34,146,0,1
SHL 32-0903,KI,112,271,57,171,0,2
BOT 01-3195,KI,170,510,79,250,0,1
RED 48-2789,KI,92,438,52,145,0,1
RNT 11-0031,KI,181,660,114,298,0,3
BUR 34-0485,KI,178,583,123,302,0,1
TUK 11-3128,KI,178,717,107,288,0,3
NEW 41-3681,KI,115,386,84,202,0,3
SET 33-3060,KI,89,373,45,134,0,0
LINCOLN,KI,87,312,80,168,0,1
RNT 41-1017,KI,114,370,67,183,0,2
RNT 41-1010,KI,120,416,97,219,0,2
RNT 41-1018,KI,283,868,178,464,0,3
SUNSET,KI,63,230,54,121,0,4
FRANKLIN,KI,37,160,26,63,0,0
BEL 41-0108,KI,137,440,90,230,0,3
KEN 47-3676,KI,41,127,23,64,0,0
BUR 33-0705,KI,157,701,93,260,0,10
RED 45-2580,KI,169,384,92,262,0,1
SEA 36-1687,KI,181,644,126,309,0,2
SEA 37-3573,KI,74,564,35,111,0,2
SHL 32-0012,KI,92,340,62,159,0,5
SEA 46-2249,KI,105,250,65,170,0,0
SEA 46-2240,KI,178,431,112,290,0,0
SEA 46-2243,KI,210,514,147,359,0,2
SEA 46-2245,KI,214,409,108,322,0,0
SEA 46-2244,KI,113,268,75,191,0,3
SEA 46-2247,KI,248,630,171,421,0,2
SEA 43-1380,KI,106,301,77,183,0,0
FED 30-3110,KI,117,351,74,194,0,3
RED 48-2968,KI,194,817,104,298,0,0
RED 48-2969,KI,151,443,99,253,0,3
RED 48-2966,KI,127,526,52,179,0,0
RED 48-2967,KI,251,821,122,373,0,0
KEN 47-3493,KI,167,554,101,269,0,1
LAKE LEOTA,KI,191,562,121,313,0,1
KENTLAKE,KI,187,647,98,290,0,5
WYNONA,KI,130,462,80,211,0,1
SEA 37-2799,KI,132,445,70,206,0,4
UNION HILL,KI,215,628,151,374,0,8
SEA 37-1620,KI,100,418,39,140,0,1
WOD 45-1225,KI,159,478,115,279,0,5
COV 47-1145,KI,198,696,119,318,0,1
EASTRIDGE,KI,291,818,183,474,0,0
SEA 37-1621,KI,98,342,53,151,0,0
SEA 46-2100,KI,148,370,97,246,0,1
HOBART,KI,201,621,168,374,0,5
SEA 36-1665,KI,192,515,161,356,0,3
SEA 36-1664,KI,126,326,91,218,0,1
MADISON,KI,87,305,69,157,0,1
ISS 05-3138,KI,177,435,110,287,0,0
AUB 47-1066,KI,116,370,93,211,0,2
BOT 01-2473,KI,189,481,64,256,0,3
FED 30-3027,KI,190,654,91,288,0,7
FED 30-3026,KI,135,399,56,195,0,4
FED 30-3025,KI,177,506,128,307,0,2
FED 30-3024,KI,137,349,82,222,0,3
FED 30-3023,KI,148,412,105,258,0,5
FED 30-3022,KI,86,216,46,132,0,0
FED 30-3021,KI,169,566,77,249,0,3
FED 30-3020,KI,126,436,96,223,0,1
BRINN,KI,266,848,243,513,0,4
NEW 41-3529,KI,164,569,83,249,0,2
SAM 41-2940,KI,83,243,52,136,0,1
SEA 37-1628,KI,141,444,74,215,0,0
FED 30-3029,KI,90,309,26,117,0,1
KIR 45-2934,KI,113,368,81,196,0,2
SEA 36-1701,KI,141,331,87,231,0,3
KEN 33-3629,KI,18,61,9,27,0,0
SEA 34-3648,KI,141,470,98,240,0,1
SEA 43-2017,KI,152,430,113,267,0,2
SEA 43-2016,KI,125,333,71,197,0,1
SEA 43-2015,KI,111,333,83,195,0,1
SEA 43-2014,KI,150,352,106,260,0,4
SEA 43-2013,KI,123,310,91,216,0,2
SHL 32-0232,KI,119,386,109,231,0,3
SEA 43-2011,KI,115,278,72,189,0,2
TUK 11-2955,KI,185,653,87,274,0,2
TUK 11-2956,KI,74,460,38,112,0,0
SEA 43-2018,KI,224,559,135,363,0,4
TWINBERRY,KI,352,656,195,547,0,0
TUK 11-2951,KI,134,601,99,236,0,3
TUK 11-2952,KI,81,294,45,126,0,0
MED 48-0750,KI,230,661,158,389,0,1
MED 48-0751,KI,204,510,127,331,0,0
MED 48-0752,KI,182,527,127,311,0,2
SEA 46-2093,KI,185,462,131,317,0,1
COVE,KI,213,545,136,350,0,1
DES 33-0437,KI,89,271,66,155,0,0
RNT 11-3660,KI,101,341,71,174,0,2
PAC 30-0885,KI,205,762,133,342,0,4
PAC 30-0887,KI,239,796,89,332,0,4
PAC 30-0886,KI,181,668,105,287,0,1
RNT 41-3438,KI,88,365,71,160,0,1
SEA 36-1308,KI,90,298,102,193,0,1
SEA 36-1309,KI,169,556,155,328,0,4
SEA 36-1306,KI,133,381,107,240,0,0
SEA 36-1307,KI,99,276,75,174,0,0
SEA 36-1304,KI,140,333,90,234,0,4
SEA 36-1305,KI,117,301,89,206,0,0
SEA 36-1303,KI,141,411,125,269,0,3
SEA 36-1300,KI,128,383,85,214,0,1
SEA 36-1301,KI,112,319,106,218,0,0
SEA 46-3677,KI,108,320,70,181,0,3
SEA 32-2224,KI,184,535,102,289,0,3
KIR 48-2788,KI,129,354,85,215,0,1
BRIARWOOD,KI,159,582,134,293,0,0
KEN 47-0880,KI,90,362,56,148,1,1
SEA 46-2377,KI,242,574,146,391,0,3
KIR 45-0554,KI,123,451,77,200,0,0
RNT 33-0455,KI,199,767,137,339,0,3
LFP 46-2439,KI,121,311,79,200,0,0
SEA 46-2371,KI,228,656,139,371,0,4
SEA 34-3263,KI,113,415,78,194,0,3
ISS 05-2461,KI,223,572,138,364,0,3
SEA 34-3265,KI,104,353,63,168,0,1
SEA 34-3264,KI,112,340,66,180,0,2
SEA 34-3266,KI,73,311,42,117,0,2
SEA 46-2373,KI,215,683,114,331,0,2
SHL 32-0648,KI,158,481,69,232,0,5
SEA 37-3694,KI,19,92,25,44,0,0
SEA 36-1273,KI,98,279,103,201,0,0
EDGEHILL,KI,24,67,19,44,0,1
BEL 48-2412,KI,108,308,58,168,0,2
AUB 47-3635,KI,174,746,116,295,0,5
FED 30-3599,KI,106,420,102,213,0,5
RNT 11-3590,KI,217,710,100,327,0,10
M-V 05-3589,KI,221,725,117,343,0,5
FED 30-3596,KI,112,332,62,178,0,4
RED 45-3315,KI,339,705,163,503,0,1
COV 47-3551,KI,112,375,69,181,0,0
AUB 30-2702,KI,119,470,31,156,0,6
AUB 30-2703,KI,47,262,14,63,0,2
SAM 41-2469,KI,161,529,125,288,0,2
SHL 32-0735,KI,82,269,57,141,0,2
BEL 41-3671,KI,111,337,51,164,0,2
SEA 36-3252,KI,120,477,85,211,1,5
SEA 37-1854,KI,120,386,67,190,0,3
SEA 43-1849,KI,88,323,71,161,0,2
SEA 37-1850,KI,206,650,137,346,0,3
SEA 37-1853,KI,77,281,42,120,0,1
MONEYSMITH,KI,209,669,176,390,0,5
SEA 43-1845,KI,177,575,99,277,0,1
SEA 43-1847,KI,133,484,93,227,0,1
SEA 43-1846,KI,91,345,66,158,0,1
SEA 43-1843,KI,156,551,95,251,0,0
SEA 43-1842,KI,164,521,114,282,0,4
M-V 05-2748,KI,228,806,116,347,0,3
BEL 41-3695,KI,120,390,62,183,0,1
SEA 43-2545,KI,217,699,157,375,0,1
KEN 33-0270,KI,60,271,26,87,0,1
CAR 05-0290,KI,148,512,126,276,0,2
SHL 32-0537,KI,117,337,95,212,0,0
RNT 11-0804,KI,215,842,121,342,0,6
BROOKSIDE,KI,185,548,160,345,0,0
AUB 47-2729,KI,114,396,66,182,0,2
CLAY,KI,129,438,106,237,0,2
FARLEY,KI,194,739,218,414,0,2
WOD 45-3192,KI,119,352,89,211,0,3
WOD 45-3193,KI,116,462,92,209,0,1
ROUNDTABLE,KI,140,602,72,212,0,0
AUB 47-2723,KI,160,346,71,234,0,3
RIDGE,KI,274,669,114,393,0,5
BUR 33-0562,KI,128,403,62,194,0,4
AUB 47-2478,KI,205,490,123,328,0,0
AUB 47-3413,KI,220,758,97,323,0,6
SHL 32-1077,KI,150,471,69,225,0,6
KEN 33-2570,KI,167,582,95,265,0,3
BEL 41-1235,KI,103,334,77,180,0,0
SHL 32-0917,KI,156,537,93,252,0,3
SHL 32-0914,KI,163,495,124,289,0,2
SEA 34-1533,KI,89,229,70,159,0,0
SEA 34-1532,KI,79,237,58,138,0,1
SEA 43-1263,KI,134,350,94,230,0,2
SEA 34-1530,KI,202,619,161,367,0,4
SEA 34-1537,KI,98,289,58,156,0,0
SEA 34-1536,KI,110,304,81,191,0,0
SEA 34-1535,KI,85,239,61,146,0,0
KIR 01-2918,KI,188,667,132,321,0,1
SEA 43-1269,KI,138,357,96,234,0,0
SEA 43-1268,KI,150,352,104,254,0,0
SEA 34-1539,KI,107,356,85,198,0,6
SEA 34-1538,KI,115,378,87,202,0,0
HUNTER,KI,237,811,145,389,0,7
SEA 43-1353,KI,150,449,109,260,0,1
GUENEVERE,KI,85,342,61,149,0,3
SEA 46-2298,KI,120,321,83,205,0,2
WEEKS,KI,213,713,172,390,0,5
THOMAS,KI,147,442,99,249,0,3
KEN 33-1055,KI,75,424,43,123,0,5
N-B 05-3611,KI,193,664,119,316,0,4
LAKE DESIRE,KI,203,605,117,323,0,3
NAILA,KI,230,798,180,416,0,6
BRIGID,KI,120,320,47,168,0,1
WOD 45-1205,KI,194,507,144,340,0,2
BOT 01-2865,KI,125,356,80,205,0,0
SHL 32-0001,KI,105,439,66,175,0,4
ROWAN,KI,105,356,88,195,0,2
KMR 46-0677,KI,148,552,123,274,0,3
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,281,799,223,509,0,5
SEA 46-2252,KI,97,261,74,172,0,1
SEA 46-2253,KI,173,521,146,322,0,3
SEA 46-2251,KI,190,555,162,352,0,0
GLENN,KI,72,255,52,126,0,2
MAURY,KI,184,413,107,292,0,1
BEL 48-0167,KI,98,271,57,158,0,3
SEA 36-2148,KI,116,359,113,229,0,0
KEN 47-3483,KI,186,606,97,285,0,2
SEA 43-2862,KI,251,736,106,360,0,3
SEA 46-2353,KI,134,488,61,199,0,4
COV 47-1153,KI,189,626,91,284,0,4
SET 33-1031,KI,252,925,143,398,0,3
SEA 46-2317,KI,153,433,112,269,0,4
SHL 32-0454,KI,103,300,69,173,0,1
SEA 43-1280,KI,209,669,124,337,0,4
LAKE YOUNGS,KI,216,669,165,390,0,9
FED 30-3034,KI,103,359,68,171,0,0
FED 30-3035,KI,91,265,36,128,0,1
ARTHUR,KI,286,863,221,510,0,3
FED 30-3037,KI,140,359,47,191,0,4
FED 30-3030,KI,110,361,61,175,0,4
FED 30-3031,KI,191,542,79,273,0,3
FED 30-3032,KI,83,267,44,131,0,4
FED 30-3033,KI,132,408,68,201,0,1
BEL 41-2484,KI,121,404,76,199,0,2
FED 30-3038,KI,74,198,40,115,0,1
FED 30-3039,KI,129,331,52,186,0,5
ISS 41-2401,KI,182,657,157,342,0,3
SHL 32-1197,KI,116,352,74,191,0,1
KEN 11-3663,KI,146,387,78,225,0,1
BINGAMAN,KI,222,565,87,313,0,4
ISS 41-2409,KI,565,1074,263,829,0,1
RENHILL,KI,126,406,76,204,0,2
BARCLAY,KI,105,295,56,162,0,1
C-H 48-0323,KI,153,440,105,258,0,0
C-H 48-0322,KI,99,252,59,159,0,1
C-H 48-0321,KI,124,356,90,216,0,2
SEA 43-2007,KI,88,256,74,164,0,2
SEA 43-2000,KI,182,550,111,294,0,1
C-H 48-0326,KI,93,268,65,161,0,3
C-H 48-0325,KI,155,446,120,276,0,1
C-H 48-0324,KI,148,434,113,265,0,4
SEA 43-2008,KI,105,257,63,169,0,1
SEA 43-2009,KI,216,487,109,329,0,4
KMR 46-0696,KI,262,728,186,455,0,7
DUV 45-0389,KI,250,817,162,414,0,2
SEA 46-1284,KI,83,278,57,140,0,0
SEA 46-1285,KI,111,303,70,182,0,1
SEA 46-1282,KI,213,656,185,399,0,1
SEA 46-1283,KI,134,391,68,204,0,2
SEA 36-1661,KI,111,277,82,193,0,0
SEA 36-1663,KI,113,275,91,205,0,1
SEA 36-1662,KI,173,450,117,291,0,1
BOT 01-2677,KI,113,344,90,204,0,1
BOT 01-2676,KI,236,825,151,391,0,4
SEA 36-1666,KI,229,572,130,360,0,1
SEA 36-1668,KI,146,443,94,244,0,4
SHL 32-0357,KI,180,501,82,264,0,2
SEA 36-1689,KI,181,484,130,313,0,2
SEA 36-1688,KI,100,273,79,179,0,0
SHL 32-0754,KI,248,629,140,389,0,1
RED 45-3547,KI,232,711,154,388,0,2
SEA 36-1683,KI,110,305,94,205,0,1
SEA 36-1682,KI,110,309,79,190,0,1
KIR 45-1019,KI,221,767,140,364,0,3
N-B 05-3296,KI,231,682,154,392,0,7
SEA 36-1686,KI,214,768,134,352,0,4
SEA 36-1685,KI,129,418,91,220,0,0
SEA 36-1684,KI,107,338,66,173,0,0
KIR 45-2760,KI,235,618,149,386,0,2
KIR 45-2761,KI,211,601,128,342,0,3
SEA 36-2795,KI,118,479,87,209,0,4
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,121,393,63,186,0,2
SEA 43-1271,KI,149,473,106,260,0,5
FED 30-2988,KI,226,629,100,332,0,6
SEA 43-1363,KI,238,725,147,386,0,1
SEA 37-1840,KI,188,616,90,281,0,3
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,83,481,34,120,1,2
FED 30-3582,KI,60,255,34,95,0,1
SHL 32-0488,KI,86,282,49,136,0,1
BEL 41-0408,KI,81,212,53,136,0,2
WOD 45-3270,KI,181,612,115,298,0,2
DEVILLE,KI,162,558,99,263,0,2
WYNOCHE,KI,147,397,110,257,0,0
HPT 48-0533,KI,121,334,83,204,0,0
BOWOOD,KI,209,625,125,339,0,5
SEA 11-1942,KI,166,526,102,271,0,3
SEA 11-1941,KI,123,431,99,224,0,2
SEA 37-1841,KI,232,813,161,396,0,3
SEA 11-1947,KI,127,453,75,204,0,2
SEA 11-1945,KI,206,703,134,341,0,1
RED 45-2492,KI,134,356,78,214,0,2
SEA 43-1851,KI,247,694,165,413,0,1
SEA 43-1856,KI,200,579,117,322,0,5
SEA 43-1857,KI,151,528,100,251,0,0
SEA 43-1855,KI,186,619,147,337,0,4
MILWAUKEE,KI,9,50,15,24,0,0
RNT 11-2475,KI,175,654,112,292,0,5
SEA 43-1859,KI,159,553,125,286,0,2
HAM LAKE,KI,146,467,118,267,0,3
BRYAN,KI,95,351,93,188,0,0
KIR 45-0610,KI,195,552,122,322,0,5
KIR 45-0616,KI,151,557,142,297,0,4
BUR 34-0381,KI,143,486,95,243,0,5
KIR 45-0618,KI,181,454,134,315,0,0
KIR 45-0619,KI,123,296,65,190,0,2
SHL 32-0241,KI,201,612,87,291,0,3
KIR 01-0870,KI,212,632,126,340,0,2
MORTON,KI,224,723,195,425,0,6
SEA 43-1858,KI,112,335,86,203,0,5
SHL 32-0866,KI,139,432,74,215,0,2
SEA 46-2285,KI,133,286,77,211,0,1
RNT 41-0995,KI,227,740,116,346,0,3
RNT 41-0994,KI,164,488,83,250,0,3
RNT 41-0993,KI,173,703,147,321,0,1
BEL 41-3225,KI,157,539,83,245,0,5
BEL 41-3226,KI,174,531,100,278,0,4
SEA 36-3689,KI,98,398,66,166,0,2
SEA 36-3686,KI,155,501,96,254,0,3
SEAN,KI,217,690,146,367,0,4
SEA 43-2069,KI,239,652,156,399,0,4
SEA 46-2283,KI,127,348,85,214,0,2
BUR 34-0560,KI,137,474,80,223,0,6
BOT 01-0257,KI,249,718,162,417,0,6
BOT 01-0256,KI,252,670,162,417,0,3
BOT 01-0255,KI,234,750,192,428,0,2
BOT 01-0254,KI,189,561,120,311,0,2
BOT 01-0253,KI,121,400,105,229,0,3
BOT 01-0252,KI,169,514,135,308,0,4
SHL 32-1158,KI,82,317,72,158,0,4
BOT 01-0259,KI,141,430,100,245,0,4
BOT 01-0258,KI,261,817,178,440,0,1
ISS 05-3691,KI,115,314,54,172,0,3
AUB 47-0041,KI,204,735,94,303,0,5
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,60,222,39,100,1,0
SEA 46-2320,KI,120,350,100,222,0,2
SEA 46-2321,KI,124,333,98,225,0,3
SEA 34-1520,KI,109,314,81,190,0,0
SEA 34-1521,KI,99,266,79,181,0,3
SEA 34-1522,KI,100,261,70,171,0,1
SEA 34-1523,KI,114,296,79,193,0,0
SEA 34-1524,KI,109,291,90,199,0,0
SEA 34-1526,KI,81,248,75,156,0,0
SEA 34-1527,KI,222,684,128,351,0,1
PORTAGE,KI,157,396,109,270,0,4
SEA 43-1278,KI,189,588,115,308,0,4
SEA 43-1279,KI,224,684,179,406,0,3
WOD 45-0676,KI,189,502,114,304,0,1
WHITE CENTER,KI,214,788,76,297,0,7
REINTREE,KI,190,565,162,353,0,1
M-I 41-0781,KI,81,216,55,140,0,4
M-I 41-0780,KI,122,389,104,226,0,0
M-I 41-0782,KI,160,503,124,285,0,1
M-I 41-0785,KI,151,380,92,243,0,0
M-I 41-0784,KI,156,411,88,246,0,2
NEW 41-3228,KI,156,470,95,254,0,3
DES 33-2672,KI,141,577,89,231,0,1
M-I 41-0789,KI,227,607,161,391,0,3
NEW 41-3227,KI,156,467,94,254,0,4
LFP 46-1143,KI,176,436,121,299,0,2
KEN 47-2836,KI,158,531,97,259,0,4
KEN 47-2834,KI,165,564,89,255,0,1
SEA 11-1550,KI,137,563,83,222,0,2
SEA 11-1552,KI,89,379,73,166,0,4
DES 33-2455,KI,130,579,43,175,0,2
SHL 32-0038,KI,175,498,67,247,0,5
SEA 43-2928,KI,188,639,148,339,0,3
DORRE DON,KI,256,793,218,477,0,3
KEN 47-2838,KI,206,650,98,307,0,3
KEN 47-3344,KI,200,473,97,298,0,1
M-I 41-0769,KI,184,544,147,333,0,2
M-I 41-0768,KI,107,307,63,170,0,0
ISS 05-3206,KI,262,758,154,419,0,3
M-I 41-0763,KI,95,303,103,200,0,2
M-I 41-0762,KI,83,256,63,148,0,2
M-I 41-0761,KI,124,335,83,208,0,1
M-I 41-0767,KI,89,260,52,141,0,0
M-I 41-0766,KI,118,322,78,197,0,1
M-I 41-0765,KI,309,645,131,441,0,1
FED 30-3574,KI,72,353,42,117,0,3
SEA 46-2099,KI,168,437,124,293,0,1
THISTLE,KI,83,334,69,152,0,0
WOLF,KI,179,690,125,308,0,4
DES 33-1071,KI,119,390,61,181,0,1
COV 47-2586,KI,147,588,93,243,0,3
COV 47-1127,KI,181,606,122,303,0,0
SEA 34-1469,KI,100,362,81,182,0,1
SEA 34-1468,KI,142,448,112,256,0,2
BROOKSHIRE,KI,120,430,85,207,0,2
FED 30-3008,KI,105,365,55,163,0,3
BEL 41-2906,KI,167,474,97,264,0,0
M-V 05-1218,KI,241,674,132,378,0,5
FED 30-3001,KI,249,622,106,357,0,2
FED 30-3000,KI,132,479,61,197,0,4
FED 30-3003,KI,174,563,93,270,0,3
FED 30-3002,KI,212,690,95,314,0,7
FED 30-3005,KI,133,298,68,201,0,0
MIRRORMONT,KI,147,446,95,243,0,1
FED 30-3007,KI,94,242,49,144,0,1
FED 30-3006,KI,139,466,65,207,0,3
KIR 45-3397,KI,86,314,43,130,0,1
RAGING RIVER,KI,153,505,112,268,0,3
N-B 05-3406,KI,86,309,48,136,0,2
CEDAR PARK,KI,76,245,40,118,0,2
SHAWNEE,KI,153,426,132,291,0,6
ILLAHEE,KI,142,328,79,222,0,1
FRAGER,KI,1,2,0,1,0,0
SEA 43-2039,KI,111,328,88,199,0,0
SEA 43-2038,KI,205,560,148,355,0,2
SEA 43-2033,KI,164,438,112,276,0,0
SEA 43-2035,KI,183,668,113,301,0,5
PORT,KI,2,17,5,7,0,0
SEA 43-2037,KI,156,551,115,274,1,2
KIR 48-2657,KI,135,385,62,202,0,5
KMR 46-0689,KI,233,550,108,347,0,6
KMR 46-0686,KI,182,478,100,283,0,1
SEA 36-1326,KI,247,693,185,436,0,4
KEN 47-0662,KI,234,659,164,399,0,1
CARRIAGE LANE,KI,190,621,124,314,0,0
AVALON,KI,102,372,87,191,0,2
SEA 36-1676,KI,91,261,76,167,0,0
SEA 36-1677,KI,129,336,88,219,0,2
WHITE RIVER,KI,167,597,170,337,0,0
SEA 36-1675,KI,107,309,101,209,0,1
SEA 36-1672,KI,98,252,66,164,0,0
SEA 36-1673,KI,271,806,257,530,0,2
SEA 36-1670,KI,183,492,147,331,0,1
SEA 43-2105,KI,203,628,157,361,0,1
SEA 43-2104,KI,165,379,94,260,0,1
BUR 33-0957,KI,99,323,40,141,0,2
SEA 43-1262,KI,171,468,134,308,0,3
SEA 36-1679,KI,139,413,133,272,0,0
KMR 46-0535,KI,188,610,133,324,0,3
SHL 32-0692,KI,186,554,111,299,0,2
SEA 36-1698,KI,94,278,72,167,0,1
SEA 36-1699,KI,88,295,67,160,0,5
ISS 05-0548,KI,229,772,165,398,0,4
SEA 36-1690,KI,85,342,87,178,0,6
SEA 36-1691,KI,83,274,73,156,0,0
SEA 36-1692,KI,141,363,114,256,0,1
BRYN MAWR,KI,114,365,86,201,0,1
BEL 48-3675,KI,78,330,61,141,0,2
BEL 48-3674,KI,117,436,67,185,0,1
SEA 36-1696,KI,172,433,113,286,0,1
SEA 36-1697,KI,107,312,78,186,0,1
BOT 01-3420,KI,139,399,64,205,0,2
DES 33-0297,KI,76,240,44,121,0,1
SEA 36-2118,KI,145,383,102,250,0,3
KEN 33-3172,KI,111,571,25,142,0,6
BEA 41-0099,KI,89,240,60,151,0,2
SEA 36-2523,KI,196,496,136,333,0,1
SEA 36-2522,KI,144,356,84,230,0,2
SEA 46-3688,KI,12,24,3,15,0,0
SEA 36-2520,KI,152,573,144,298,0,2
SEA 36-2527,KI,108,294,86,195,0,1
SEA 36-2526,KI,169,444,129,301,0,3
SEA 36-2524,KI,81,216,71,152,0,0
SEA 36-2529,KI,171,456,142,314,0,1
SEA 36-2528,KI,239,576,156,400,0,5
SEA 36-1722,KI,153,536,99,256,0,4
FED 30-2999,KI,91,392,43,137,0,3
FED 30-2994,KI,69,225,47,118,0,2
FED 30-2995,KI,71,243,49,122,0,2
FED 30-2996,KI,141,510,75,218,0,2
FED 30-2990,KI,164,589,73,239,0,2
FED 30-2991,KI,120,360,67,187,0,0
FED 30-2992,KI,113,356,60,174,0,1
FED 30-2993,KI,239,677,97,340,0,4
KIR 45-0442,KI,167,557,119,286,0,0
SHL 32-0346,KI,90,256,38,131,0,3
M-V 05-3367,KI,208,763,146,358,0,4
M-V 05-3366,KI,117,446,53,172,0,2
DES 33-0361,KI,122,386,79,201,0,0
DES 33-0360,KI,216,582,155,373,0,2
DES 33-0363,KI,98,350,54,154,1,1
DES 33-0362,KI,135,554,70,209,0,4
M-V 05-3369,KI,258,680,122,383,0,3
DES 33-0364,KI,125,441,69,196,0,2
DES 33-0367,KI,133,411,97,234,0,4
DES 33-0366,KI,212,593,130,343,0,1
SEA 43-1266,KI,124,351,88,213,0,1
SEA 37-1839,KI,213,754,179,399,0,7
SEA 37-1838,KI,240,764,162,405,1,2
KIR 01-2488,KI,283,786,186,473,0,4
SEA 37-1834,KI,112,386,73,188,0,3
SEA 37-1833,KI,197,653,136,336,0,3
SEA 37-1831,KI,124,353,97,221,0,0
SEA 43-1826,KI,217,567,135,354,0,2
SEA 43-1821,KI,96,233,48,144,0,0
KEN 47-0910,KI,187,765,117,309,0,5
BUR 33-0094,KI,137,450,91,229,0,1
SEA 46-2350,KI,134,407,81,217,0,2
AUB 47-3276,KI,160,610,84,247,0,3
NEW 41-0840,KI,179,684,154,337,0,4
KMR 46-2754,KI,110,344,101,211,0,0
BEL 41-0505,KI,118,279,79,197,0,0
BUR 34-0710,KI,105,357,67,175,0,3
RNT 41-0989,KI,165,693,103,270,0,2
STACY,KI,38,173,51,89,0,0
SEA 36-2749,KI,86,336,44,130,0,0
SEA 34-1546,KI,131,385,126,257,0,0
AUB 47-2700,KI,53,212,17,73,0,3
AUB 47-2701,KI,96,486,49,146,0,1
SEA 36-2743,KI,188,501,141,332,0,3
VALENCIA,KI,144,501,112,258,0,2
SAM 41-2937,KI,151,452,95,249,0,3
KELSEY,KI,134,439,74,209,0,1
KEN 33-0453,KI,219,815,142,364,0,3
M-V 05-3245,KI,199,636,161,367,0,7
NEW 41-2811,KI,153,381,73,228,0,2
KIR 01-0403,KI,179,537,95,275,0,1
PINE,KI,33,139,42,76,0,1
SEA 36-3345,KI,156,517,99,260,0,5
SHL 32-0559,KI,94,308,62,157,0,1
SEA 36-3341,KI,177,654,143,325,0,5
BEL 41-0180,KI,105,325,68,173,0,0
BUR 34-0402,KI,148,390,90,241,0,3
SEA 34-1515,KI,163,391,83,247,0,1
SEA 34-1514,KI,179,521,97,277,0,1
SEA 34-1517,KI,88,260,56,145,0,1
SEA 34-1516,KI,129,399,94,227,0,4
SEA 34-1511,KI,94,320,76,172,0,2
