Row Label,County,Linda Lau,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
KEN 47-1102,KI,216,759,166,382,0,0
MED 48-0749,KI,139,485,145,285,0,1
SEA 32-3656,KI,155,474,131,288,0,2
SEA 34-1412,KI,77,261,89,166,0,0
FALCON,KI,143,456,142,288,0,3
SEA 36-1319,KI,155,469,128,285,0,2
SEA 36-1318,KI,291,999,243,537,0,3
SEA 36-1317,KI,188,631,181,370,0,1
SEA 36-2119,KI,89,277,87,176,0,0
KMR 46-0501,KI,172,546,130,304,0,2
TUK 11-3499,KI,61,245,43,109,0,5
CHAUTAUQUA,KI,131,416,124,259,0,4
SEA 43-2004,KI,98,356,106,206,0,2
SUNNYWOOD,KI,164,629,121,287,0,2
M-V 05-3242,KI,148,588,111,262,0,3
LAKE JOY,KI,237,845,237,478,0,4
BEL 48-2715,KI,148,471,146,298,0,4
SEA 43-2006,KI,75,298,94,169,0,0
TAHLEQUAH,KI,171,550,176,349,0,2
BEL 48-2716,KI,126,593,100,230,0,4
WEBSTER,KI,167,430,114,282,0,1
DES 33-0532,KI,97,271,51,148,0,0
SEA 43-2001,KI,247,648,183,433,0,3
SEA 43-2002,KI,205,587,185,391,0,1
KIR 01-2561,KI,195,649,140,340,0,5
SI VIEW,KI,134,433,124,259,0,1
SET 33-3073,KI,112,285,57,171,0,2
MERLOT,KI,191,527,158,349,0,0
RNT 33-1204,KI,295,851,164,461,0,2
KIR 48-3337,KI,250,809,211,463,0,2
SEA 11-3580,KI,99,401,76,175,0,0
DUV 45-3502,KI,130,398,112,243,0,1
RED 48-0939,KI,150,457,104,255,0,1
ISS 05-3651,KI,99,396,71,170,0,0
RED 48-0937,KI,67,223,57,125,0,1
RED 48-0935,KI,157,591,129,291,0,5
TAHOMA,KI,148,571,163,313,0,2
BEL 41-0460,KI,174,506,114,289,0,1
PLAINS,KI,236,742,190,430,0,4
SEA 37-1864,KI,186,622,85,273,0,2
SEA 43-1870,KI,149,466,122,273,0,2
SAM 45-2684,KI,96,304,72,169,0,1
KIR 45-0630,KI,152,518,100,259,0,7
KIR 45-0631,KI,156,585,150,308,0,2
KIR 45-0632,KI,159,475,113,273,0,1
BEL 41-3680,KI,128,413,110,239,0,1
RNT 11-3619,KI,123,472,100,225,0,2
BEL 41-3684,KI,53,240,68,122,0,1
RNT 37-3154,KI,188,770,118,311,0,5
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,124,343,97,225,0,4
NPK 33-2474,KI,146,454,169,316,0,1
KMR 46-0695,KI,163,532,135,299,0,1
HAPPY VALLEY,KI,47,141,34,82,0,1
RED 48-3147,KI,105,439,70,175,0,0
ADAIR,KI,461,928,294,756,0,1
SEA 34-1257,KI,147,510,156,304,0,1
SEA 34-1254,KI,88,346,62,150,0,0
SEA 34-1255,KI,141,414,58,202,0,3
SEA 34-1252,KI,152,660,140,295,0,3
SEA 34-1250,KI,103,335,95,199,0,1
SEA 34-1251,KI,198,538,113,312,0,1
COV 47-3365,KI,83,286,80,164,0,1
KIR 48-2915,KI,130,411,109,240,0,1
SET 33-3065,KI,109,464,36,146,0,1
SHL 32-0903,KI,103,271,66,171,0,2
BOT 01-3195,KI,155,510,93,250,0,2
RED 48-2789,KI,89,438,56,145,0,0
RNT 11-0031,KI,177,660,121,298,0,0
BUR 34-0485,KI,165,583,137,302,0,0
TUK 11-3128,KI,168,717,118,288,0,2
NEW 41-3681,KI,108,386,92,202,0,2
SET 33-3060,KI,89,373,43,134,0,2
LINCOLN,KI,86,312,81,168,0,1
RNT 41-1017,KI,111,370,72,183,0,0
RNT 41-1010,KI,110,416,109,219,0,0
RNT 41-1018,KI,245,868,216,464,0,3
SUNSET,KI,55,230,63,121,0,3
FRANKLIN,KI,34,160,29,63,0,0
BEL 41-0108,KI,131,440,97,230,0,2
KEN 47-3676,KI,41,127,23,64,0,0
BUR 33-0705,KI,152,701,98,260,0,10
RED 45-2580,KI,164,384,97,262,0,1
SEA 36-1687,KI,165,644,141,309,0,3
SEA 37-3573,KI,67,564,44,111,0,0
SHL 32-0012,KI,87,340,68,159,0,4
SEA 46-2249,KI,100,250,69,170,0,1
SEA 46-2240,KI,158,431,131,290,0,1
SEA 46-2243,KI,180,514,174,359,0,5
SEA 46-2245,KI,184,409,138,322,0,0
SEA 46-2244,KI,105,268,84,191,0,2
SEA 46-2247,KI,224,630,193,421,0,4
SEA 43-1380,KI,92,301,91,183,0,0
FED 30-3110,KI,112,351,82,194,0,0
RED 48-2968,KI,183,817,115,298,0,0
RED 48-2969,KI,136,443,114,253,0,3
RED 48-2966,KI,121,526,57,179,0,1
RED 48-2967,KI,229,821,142,373,0,2
KEN 47-3493,KI,165,554,104,269,0,0
LAKE LEOTA,KI,179,562,134,313,0,0
KENTLAKE,KI,175,647,113,290,0,2
WYNONA,KI,118,462,92,211,0,1
SEA 37-2799,KI,113,445,89,206,0,4
UNION HILL,KI,201,628,168,374,0,5
SEA 37-1620,KI,95,418,45,140,0,0
WOD 45-1225,KI,149,478,126,279,0,4
COV 47-1145,KI,180,696,136,318,0,2
EASTRIDGE,KI,271,818,203,474,0,0
SEA 37-1621,KI,85,342,66,151,0,0
SEA 46-2100,KI,133,370,113,246,0,0
HOBART,KI,197,621,174,374,0,3
SEA 36-1665,KI,171,515,184,356,0,1
SEA 36-1664,KI,113,326,103,218,0,2
MADISON,KI,80,305,77,157,0,0
ISS 05-3138,KI,164,435,122,287,0,1
AUB 47-1066,KI,112,370,98,211,0,1
BOT 01-2473,KI,173,481,79,256,0,4
FED 30-3027,KI,183,654,99,288,0,6
FED 30-3026,KI,133,399,61,195,0,1
FED 30-3025,KI,165,506,140,307,0,2
FED 30-3024,KI,126,349,93,222,0,3
FED 30-3023,KI,142,412,111,258,0,5
FED 30-3022,KI,81,216,51,132,0,0
FED 30-3021,KI,164,566,82,249,0,3
FED 30-3020,KI,123,436,100,223,0,0
BRINN,KI,254,848,252,513,0,7
NEW 41-3529,KI,154,569,93,249,0,2
SAM 41-2940,KI,69,243,65,136,0,2
SEA 37-1628,KI,126,444,89,215,0,0
FED 30-3029,KI,92,309,24,117,0,1
KIR 45-2934,KI,107,368,86,196,0,3
SEA 36-1701,KI,128,331,102,231,0,1
KEN 33-3629,KI,18,61,9,27,0,0
SEA 34-3648,KI,125,470,113,240,0,2
SEA 43-2017,KI,129,430,134,267,0,4
SEA 43-2016,KI,107,333,89,197,0,1
SEA 43-2015,KI,101,333,93,195,0,1
SEA 43-2014,KI,124,352,134,260,0,2
SEA 43-2013,KI,103,310,112,216,0,1
SHL 32-0232,KI,105,386,125,231,0,1
SEA 43-2011,KI,102,278,85,189,0,2
TUK 11-2955,KI,168,653,101,274,0,5
TUK 11-2956,KI,72,460,39,112,0,1
SEA 43-2018,KI,178,559,184,363,0,1
TWINBERRY,KI,324,656,222,547,0,1
TUK 11-2951,KI,126,601,107,236,0,3
TUK 11-2952,KI,77,294,49,126,0,0
MED 48-0750,KI,212,661,176,389,0,1
MED 48-0751,KI,192,510,138,331,0,1
MED 48-0752,KI,156,527,154,311,0,1
SEA 46-2093,KI,156,462,161,317,0,0
COVE,KI,178,545,171,350,0,1
DES 33-0437,KI,87,271,68,155,0,0
RNT 11-3660,KI,96,341,76,174,0,2
PAC 30-0885,KI,192,762,146,342,0,4
PAC 30-0887,KI,225,796,102,332,0,5
PAC 30-0886,KI,166,668,120,287,0,1
RNT 41-3438,KI,81,365,77,160,0,2
SEA 36-1308,KI,81,298,110,193,0,2
SEA 36-1309,KI,157,556,169,328,0,2
SEA 36-1306,KI,118,381,121,240,0,1
SEA 36-1307,KI,89,276,85,174,0,0
SEA 36-1304,KI,118,333,113,234,0,3
SEA 36-1305,KI,104,301,101,206,0,1
SEA 36-1303,KI,128,411,139,269,0,2
SEA 36-1300,KI,115,383,99,214,0,0
SEA 36-1301,KI,96,319,122,218,0,0
SEA 46-3677,KI,87,320,90,181,0,4
SEA 32-2224,KI,168,535,117,289,0,4
KIR 48-2788,KI,117,354,98,215,0,0
BRIARWOOD,KI,143,582,150,293,0,0
KEN 47-0880,KI,91,362,54,148,0,3
SEA 46-2377,KI,206,574,183,391,0,2
KIR 45-0554,KI,111,451,88,200,0,1
RNT 33-0455,KI,190,767,146,339,0,3
LFP 46-2439,KI,111,311,89,200,0,0
SEA 46-2371,KI,209,656,157,371,0,5
SEA 34-3263,KI,107,415,85,194,0,2
ISS 05-2461,KI,217,572,145,364,0,2
SEA 34-3265,KI,99,353,67,168,0,2
SEA 34-3264,KI,105,340,74,180,0,1
SEA 34-3266,KI,68,311,47,117,0,2
SEA 46-2373,KI,197,683,133,331,0,1
SHL 32-0648,KI,149,481,80,232,0,3
SEA 37-3694,KI,18,92,26,44,0,0
SEA 36-1273,KI,80,279,121,201,0,0
EDGEHILL,KI,22,67,21,44,0,1
BEL 48-2412,KI,98,308,69,168,0,1
AUB 47-3635,KI,168,746,123,295,0,4
FED 30-3599,KI,107,420,104,213,0,2
RNT 11-3590,KI,204,710,116,327,0,7
M-V 05-3589,KI,210,725,129,343,0,4
FED 30-3596,KI,107,332,69,178,0,2
RED 45-3315,KI,314,705,189,503,0,0
COV 47-3551,KI,107,375,73,181,0,1
AUB 30-2702,KI,113,470,38,156,0,5
AUB 30-2703,KI,48,262,15,63,0,0
SAM 41-2469,KI,151,529,136,288,0,1
SHL 32-0735,KI,82,269,59,141,0,0
BEL 41-3671,KI,106,337,57,164,0,1
SEA 36-3252,KI,105,477,103,211,0,3
SEA 37-1854,KI,119,386,68,190,0,3
SEA 43-1849,KI,75,323,84,161,0,2
SEA 37-1850,KI,180,650,161,346,0,5
SEA 37-1853,KI,73,281,46,120,0,1
MONEYSMITH,KI,209,669,181,390,0,0
SEA 43-1845,KI,155,575,121,277,0,1
SEA 43-1847,KI,118,484,108,227,0,1
SEA 43-1846,KI,83,345,74,158,0,1
SEA 43-1843,KI,129,551,122,251,0,0
SEA 43-1842,KI,145,521,134,282,0,3
M-V 05-2748,KI,216,806,127,347,0,4
BEL 41-3695,KI,105,390,75,183,0,3
SEA 43-2545,KI,166,699,208,375,0,1
KEN 33-0270,KI,58,271,27,87,0,2
CAR 05-0290,KI,132,512,142,276,0,2
SHL 32-0537,KI,117,337,95,212,0,0
RNT 11-0804,KI,205,842,132,342,0,5
BROOKSIDE,KI,169,548,175,345,0,1
AUB 47-2729,KI,111,396,69,182,0,2
CLAY,KI,129,438,106,237,0,2
FARLEY,KI,179,739,232,414,0,3
WOD 45-3192,KI,118,352,93,211,0,0
WOD 45-3193,KI,106,462,100,209,0,3
ROUNDTABLE,KI,131,602,81,212,0,0
AUB 47-2723,KI,161,346,72,234,0,1
RIDGE,KI,256,669,133,393,0,4
BUR 33-0562,KI,129,403,61,194,0,4
AUB 47-2478,KI,198,490,129,328,0,1
AUB 47-3413,KI,208,758,111,323,0,4
SHL 32-1077,KI,142,471,78,225,0,5
KEN 33-2570,KI,162,582,100,265,0,3
BEL 41-1235,KI,96,334,84,180,0,0
SHL 32-0917,KI,142,537,107,252,0,3
SHL 32-0914,KI,152,495,136,289,0,1
SEA 34-1533,KI,80,229,79,159,0,0
SEA 34-1532,KI,77,237,60,138,0,1
SEA 43-1263,KI,124,350,104,230,0,2
SEA 34-1530,KI,182,619,180,367,0,5
SEA 34-1537,KI,94,289,62,156,0,0
SEA 34-1536,KI,101,304,90,191,0,0
SEA 34-1535,KI,76,239,69,146,0,1
KIR 01-2918,KI,176,667,144,321,0,1
SEA 43-1269,KI,123,357,111,234,0,0
SEA 43-1268,KI,128,352,126,254,0,0
SEA 34-1539,KI,94,356,100,198,0,4
SEA 34-1538,KI,102,378,100,202,0,0
HUNTER,KI,217,811,168,389,0,4
SEA 43-1353,KI,136,449,121,260,0,3
GUENEVERE,KI,86,342,60,149,0,3
SEA 46-2298,KI,109,321,94,205,0,2
WEEKS,KI,203,713,183,390,0,4
THOMAS,KI,141,442,103,249,0,5
KEN 33-1055,KI,81,424,41,123,0,1
N-B 05-3611,KI,182,664,131,316,0,3
LAKE DESIRE,KI,194,605,128,323,0,1
NAILA,KI,215,798,197,416,0,4
BRIGID,KI,104,320,63,168,0,1
WOD 45-1205,KI,177,507,163,340,0,0
BOT 01-2865,KI,118,356,87,205,0,0
SHL 32-0001,KI,102,439,69,175,0,4
ROWAN,KI,101,356,92,195,0,2
KMR 46-0677,KI,143,552,130,274,0,1
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,248,799,260,509,0,1
SEA 46-2252,KI,87,261,85,172,0,0
SEA 46-2253,KI,158,521,162,322,0,2
SEA 46-2251,KI,170,555,182,352,0,0
GLENN,KI,66,255,59,126,0,1
MAURY,KI,150,413,141,292,0,1
BEL 48-0167,KI,88,271,66,158,0,4
SEA 36-2148,KI,99,359,130,229,0,0
KEN 47-3483,KI,178,606,106,285,0,1
SEA 43-2862,KI,208,736,150,360,0,2
SEA 46-2353,KI,125,488,70,199,0,4
COV 47-1153,KI,186,626,96,284,0,2
SET 33-1031,KI,237,925,157,398,0,4
SEA 46-2317,KI,128,433,138,269,0,3
SHL 32-0454,KI,96,300,76,173,0,1
SEA 43-1280,KI,181,669,153,337,0,3
LAKE YOUNGS,KI,201,669,180,390,0,9
FED 30-3034,KI,92,359,79,171,0,0
FED 30-3035,KI,86,265,42,128,0,0
ARTHUR,KI,257,863,250,510,0,3
FED 30-3037,KI,131,359,57,191,0,3
FED 30-3030,KI,109,361,64,175,0,2
FED 30-3031,KI,187,542,85,273,0,1
FED 30-3032,KI,80,267,51,131,0,0
FED 30-3033,KI,124,408,73,201,0,4
BEL 41-2484,KI,114,404,84,199,0,1
FED 30-3038,KI,65,198,50,115,0,0
FED 30-3039,KI,121,331,59,186,0,6
ISS 41-2401,KI,168,657,171,342,0,3
SHL 32-1197,KI,112,352,79,191,0,0
KEN 11-3663,KI,137,387,85,225,0,3
BINGAMAN,KI,208,565,101,313,0,4
ISS 41-2409,KI,515,1074,313,829,0,1
RENHILL,KI,120,406,82,204,0,2
BARCLAY,KI,97,295,65,162,0,0
C-H 48-0323,KI,148,440,110,258,0,0
C-H 48-0322,KI,93,252,66,159,0,0
C-H 48-0321,KI,114,356,101,216,0,1
SEA 43-2007,KI,88,256,76,164,0,0
SEA 43-2000,KI,161,550,133,294,0,0
C-H 48-0326,KI,85,268,76,161,0,0
C-H 48-0325,KI,139,446,137,276,0,0
C-H 48-0324,KI,134,434,129,265,0,2
SEA 43-2008,KI,95,257,73,169,0,1
SEA 43-2009,KI,187,487,141,329,0,1
KMR 46-0696,KI,233,728,216,455,0,6
DUV 45-0389,KI,227,817,183,414,0,4
SEA 46-1284,KI,77,278,63,140,0,0
SEA 46-1285,KI,92,303,89,182,0,1
SEA 46-1282,KI,183,656,215,399,0,1
SEA 46-1283,KI,118,391,85,204,0,1
SEA 36-1661,KI,98,277,95,193,0,0
SEA 36-1663,KI,92,275,113,205,0,0
SEA 36-1662,KI,165,450,125,291,0,1
BOT 01-2677,KI,101,344,102,204,0,1
BOT 01-2676,KI,219,825,168,391,0,4
SEA 36-1666,KI,202,572,156,360,0,2
SEA 36-1668,KI,132,443,107,244,0,5
SHL 32-0357,KI,174,501,89,264,0,1
SEA 36-1689,KI,166,484,147,313,0,0
SEA 36-1688,KI,96,273,83,179,0,0
SHL 32-0754,KI,235,629,154,389,0,0
RED 45-3547,KI,229,711,158,388,0,1
SEA 36-1683,KI,103,305,102,205,0,0
SEA 36-1682,KI,99,309,90,190,0,1
KIR 45-1019,KI,205,767,157,364,0,2
N-B 05-3296,KI,201,682,186,392,0,5
SEA 36-1686,KI,199,768,150,352,0,3
SEA 36-1685,KI,119,418,101,220,0,0
SEA 36-1684,KI,95,338,78,173,0,0
KIR 45-2760,KI,231,618,155,386,0,0
KIR 45-2761,KI,195,601,145,342,0,2
SEA 36-2795,KI,106,479,100,209,0,3
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,119,393,65,186,0,2
SEA 43-1271,KI,136,473,121,260,0,3
FED 30-2988,KI,223,629,104,332,0,5
SEA 43-1363,KI,196,725,187,386,0,3
SEA 37-1840,KI,163,616,116,281,0,2
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,85,481,32,120,0,3
FED 30-3582,KI,56,255,38,95,0,1
SHL 32-0488,KI,82,282,54,136,0,0
BEL 41-0408,KI,76,212,59,136,0,1
WOD 45-3270,KI,174,612,123,298,0,1
DEVILLE,KI,157,558,104,263,0,2
WYNOCHE,KI,145,397,112,257,0,0
HPT 48-0533,KI,113,334,91,204,0,0
BOWOOD,KI,201,625,136,339,0,2
SEA 11-1942,KI,138,526,130,271,0,3
SEA 11-1941,KI,102,431,120,224,0,2
SEA 37-1841,KI,198,813,192,396,0,6
SEA 11-1947,KI,108,453,94,204,0,2
SEA 11-1945,KI,192,703,148,341,0,1
RED 45-2492,KI,127,356,86,214,0,1
SEA 43-1851,KI,213,694,199,413,0,1
SEA 43-1856,KI,174,579,145,322,0,3
SEA 43-1857,KI,127,528,124,251,0,0
SEA 43-1855,KI,156,619,177,337,0,4
MILWAUKEE,KI,7,50,17,24,0,0
RNT 11-2475,KI,174,654,115,292,0,3
SEA 43-1859,KI,141,553,143,286,0,2
HAM LAKE,KI,146,467,119,267,0,2
BRYAN,KI,91,351,96,188,0,1
KIR 45-0610,KI,184,552,135,322,0,3
KIR 45-0616,KI,142,557,152,297,0,3
BUR 34-0381,KI,129,486,111,243,0,3
KIR 45-0618,KI,159,454,156,315,0,0
KIR 45-0619,KI,109,296,78,190,0,3
SHL 32-0241,KI,191,612,97,291,0,3
KIR 01-0870,KI,186,632,151,340,0,3
MORTON,KI,219,723,199,425,0,7
SEA 43-1858,KI,102,335,96,203,0,5
SHL 32-0866,KI,130,432,82,215,0,3
SEA 46-2285,KI,117,286,93,211,0,1
RNT 41-0995,KI,209,740,132,346,0,5
RNT 41-0994,KI,160,488,89,250,0,1
RNT 41-0993,KI,165,703,156,321,0,0
BEL 41-3225,KI,148,539,96,245,0,1
BEL 41-3226,KI,165,531,113,278,0,0
SEA 36-3689,KI,82,398,83,166,0,1
SEA 36-3686,KI,142,501,108,254,0,4
SEAN,KI,201,690,164,367,0,2
SEA 43-2069,KI,205,652,190,399,0,4
SEA 46-2283,KI,109,348,99,214,0,6
BUR 34-0560,KI,127,474,92,223,0,4
BOT 01-0257,KI,228,718,184,417,0,5
BOT 01-0256,KI,235,670,182,417,0,0
BOT 01-0255,KI,214,750,213,428,0,1
BOT 01-0254,KI,173,561,136,311,0,2
BOT 01-0253,KI,111,400,116,229,0,2
BOT 01-0252,KI,158,514,147,308,0,3
SHL 32-1158,KI,78,317,77,158,0,3
BOT 01-0259,KI,122,430,120,245,0,3
BOT 01-0258,KI,235,817,204,440,0,1
ISS 05-3691,KI,101,314,69,172,0,2
AUB 47-0041,KI,203,735,95,303,0,5
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,58,222,41,100,0,1
SEA 46-2320,KI,112,350,107,222,0,3
SEA 46-2321,KI,110,333,114,225,0,1
SEA 34-1520,KI,101,314,88,190,0,1
SEA 34-1521,KI,87,266,92,181,0,2
SEA 34-1522,KI,93,261,78,171,0,0
SEA 34-1523,KI,100,296,93,193,0,0
SEA 34-1524,KI,98,291,100,199,0,1
SEA 34-1526,KI,78,248,78,156,0,0
SEA 34-1527,KI,200,684,148,351,0,3
PORTAGE,KI,138,396,128,270,0,4
SEA 43-1278,KI,167,588,137,308,0,4
SEA 43-1279,KI,191,684,213,406,0,2
WOD 45-0676,KI,175,502,127,304,0,2
WHITE CENTER,KI,210,788,80,297,0,7
REINTREE,KI,169,565,183,353,0,1
M-I 41-0781,KI,69,216,69,140,0,2
M-I 41-0780,KI,115,389,111,226,0,0
M-I 41-0782,KI,146,503,138,285,0,1
M-I 41-0785,KI,127,380,116,243,0,0
M-I 41-0784,KI,142,411,104,246,0,0
NEW 41-3228,KI,139,470,109,254,0,6
DES 33-2672,KI,137,577,93,231,0,1
M-I 41-0789,KI,205,607,186,391,0,0
NEW 41-3227,KI,139,467,111,254,0,4
LFP 46-1143,KI,169,436,129,299,0,1
KEN 47-2836,KI,152,531,104,259,0,3
KEN 47-2834,KI,157,564,94,255,0,4
SEA 11-1550,KI,126,563,95,222,0,1
SEA 11-1552,KI,81,379,82,166,0,3
DES 33-2455,KI,124,579,49,175,0,2
SHL 32-0038,KI,171,498,72,247,0,4
SEA 43-2928,KI,164,639,172,339,0,3
DORRE DON,KI,236,793,239,477,0,2
KEN 47-2838,KI,194,650,110,307,0,3
KEN 47-3344,KI,194,473,104,298,0,0
M-I 41-0769,KI,164,544,166,333,0,3
M-I 41-0768,KI,96,307,74,170,0,0
ISS 05-3206,KI,241,758,175,419,0,3
M-I 41-0763,KI,82,303,116,200,0,2
M-I 41-0762,KI,75,256,71,148,0,2
M-I 41-0761,KI,105,335,101,208,0,2
M-I 41-0767,KI,73,260,68,141,0,0
M-I 41-0766,KI,110,322,86,197,1,0
M-I 41-0765,KI,270,645,170,441,0,1
FED 30-3574,KI,69,353,46,117,0,2
SEA 46-2099,KI,145,437,146,293,0,2
THISTLE,KI,82,334,70,152,0,0
WOLF,KI,167,690,138,308,0,3
DES 33-1071,KI,106,390,74,181,0,1
COV 47-2586,KI,146,588,96,243,0,1
COV 47-1127,KI,180,606,123,303,0,0
SEA 34-1469,KI,94,362,88,182,0,0
SEA 34-1468,KI,130,448,124,256,0,2
BROOKSHIRE,KI,114,430,93,207,0,0
FED 30-3008,KI,107,365,54,163,0,2
BEL 41-2906,KI,147,474,117,264,0,0
M-V 05-1218,KI,228,674,145,378,0,5
FED 30-3001,KI,240,622,114,357,0,3
FED 30-3000,KI,129,479,67,197,0,1
FED 30-3003,KI,162,563,106,270,0,2
FED 30-3002,KI,199,690,108,314,0,7
FED 30-3005,KI,126,298,75,201,0,0
MIRRORMONT,KI,136,446,107,243,0,0
FED 30-3007,KI,87,242,57,144,0,0
FED 30-3006,KI,139,466,65,207,0,3
KIR 45-3397,KI,84,314,45,130,0,1
RAGING RIVER,KI,142,505,122,268,0,4
N-B 05-3406,KI,80,309,54,136,0,2
CEDAR PARK,KI,77,245,39,118,0,2
SHAWNEE,KI,137,426,151,291,0,3
ILLAHEE,KI,137,328,85,222,0,0
FRAGER,KI,1,2,0,1,0,0
SEA 43-2039,KI,97,328,102,199,0,0
SEA 43-2038,KI,178,560,174,355,0,3
SEA 43-2033,KI,144,438,131,276,0,1
SEA 43-2035,KI,164,668,134,301,0,3
PORT,KI,3,17,4,7,0,0
SEA 43-2037,KI,134,551,137,274,0,3
KIR 48-2657,KI,122,385,73,202,0,7
KMR 46-0689,KI,218,550,124,347,0,5
KMR 46-0686,KI,171,478,112,283,0,0
SEA 36-1326,KI,217,693,216,436,0,3
KEN 47-0662,KI,229,659,168,399,0,2
CARRIAGE LANE,KI,172,621,140,314,0,2
AVALON,KI,100,372,89,191,0,2
SEA 36-1676,KI,81,261,86,167,0,0
SEA 36-1677,KI,120,336,97,219,0,2
WHITE RIVER,KI,164,597,173,337,0,0
SEA 36-1675,KI,98,309,111,209,0,0
SEA 36-1672,KI,87,252,77,164,0,0
SEA 36-1673,KI,239,806,290,530,0,1
SEA 36-1670,KI,172,492,158,331,0,1
SEA 43-2105,KI,165,628,195,361,0,1
SEA 43-2104,KI,139,379,121,260,0,0
BUR 33-0957,KI,96,323,43,141,0,2
SEA 43-1262,KI,152,468,153,308,0,3
SEA 36-1679,KI,124,413,148,272,0,0
KMR 46-0535,KI,177,610,146,324,0,1
SHL 32-0692,KI,169,554,128,299,0,2
SEA 36-1698,KI,97,278,70,167,0,0
SEA 36-1699,KI,78,295,78,160,0,4
ISS 05-0548,KI,209,772,185,398,0,4
SEA 36-1690,KI,73,342,100,178,0,5
SEA 36-1691,KI,69,274,87,156,0,0
SEA 36-1692,KI,123,363,131,256,0,2
BRYN MAWR,KI,112,365,89,201,0,0
BEL 48-3675,KI,73,330,68,141,0,0
BEL 48-3674,KI,113,436,70,185,0,2
SEA 36-1696,KI,154,433,131,286,0,1
SEA 36-1697,KI,94,312,91,186,0,1
BOT 01-3420,KI,127,399,74,205,0,4
DES 33-0297,KI,79,240,42,121,0,0
SEA 36-2118,KI,125,383,121,250,1,3
KEN 33-3172,KI,110,571,28,142,0,4
BEA 41-0099,KI,75,240,76,151,0,0
SEA 36-2523,KI,171,496,162,333,0,0
SEA 36-2522,KI,135,356,94,230,0,1
SEA 46-3688,KI,11,24,4,15,0,0
SEA 36-2520,KI,134,573,161,298,0,3
SEA 36-2527,KI,93,294,101,195,0,1
SEA 36-2526,KI,152,444,147,301,0,2
SEA 36-2524,KI,69,216,83,152,0,0
SEA 36-2529,KI,152,456,160,314,0,2
SEA 36-2528,KI,219,576,177,400,0,4
SEA 36-1722,KI,146,536,108,256,0,2
FED 30-2999,KI,91,392,45,137,0,1
FED 30-2994,KI,69,225,46,118,0,3
FED 30-2995,KI,62,243,58,122,0,2
FED 30-2996,KI,138,510,78,218,0,2
FED 30-2990,KI,157,589,80,239,0,2
FED 30-2991,KI,116,360,71,187,0,0
FED 30-2992,KI,102,356,71,174,0,1
FED 30-2993,KI,220,677,115,340,0,5
KIR 45-0442,KI,163,557,123,286,0,0
SHL 32-0346,KI,84,256,44,131,0,3
M-V 05-3367,KI,204,763,151,358,0,3
M-V 05-3366,KI,115,446,56,172,0,1
DES 33-0361,KI,118,386,83,201,0,0
DES 33-0360,KI,211,582,161,373,0,1
DES 33-0363,KI,94,350,59,154,0,1
DES 33-0362,KI,133,554,75,209,0,1
M-V 05-3369,KI,242,680,137,383,0,4
DES 33-0364,KI,122,441,72,196,0,2
DES 33-0367,KI,132,411,98,234,0,4
DES 33-0366,KI,207,593,135,343,0,1
SEA 43-1266,KI,104,351,109,213,0,0
SEA 37-1839,KI,189,754,204,399,0,6
SEA 37-1838,KI,214,764,190,405,0,1
KIR 01-2488,KI,251,786,221,473,0,1
SEA 37-1834,KI,104,386,81,188,0,3
SEA 37-1833,KI,176,653,158,336,0,2
SEA 37-1831,KI,108,353,112,221,0,1
SEA 43-1826,KI,187,567,164,354,0,3
SEA 43-1821,KI,86,233,58,144,0,0
KEN 47-0910,KI,179,765,124,309,0,6
BUR 33-0094,KI,130,450,98,229,0,1
SEA 46-2350,KI,127,407,88,217,0,2
AUB 47-3276,KI,154,610,87,247,0,6
NEW 41-0840,KI,165,684,168,337,0,4
KMR 46-2754,KI,110,344,101,211,0,0
BEL 41-0505,KI,110,279,87,197,0,0
BUR 34-0710,KI,98,357,73,175,0,4
RNT 41-0989,KI,147,693,120,270,0,3
STACY,KI,39,173,50,89,0,0
SEA 36-2749,KI,79,336,50,130,0,1
SEA 34-1546,KI,123,385,133,257,0,1
AUB 47-2700,KI,52,212,17,73,0,4
AUB 47-2701,KI,89,486,55,146,0,2
SEA 36-2743,KI,172,501,159,332,0,1
VALENCIA,KI,135,501,121,258,0,2
SAM 41-2937,KI,149,452,99,249,0,1
KELSEY,KI,128,439,79,209,0,2
KEN 33-0453,KI,215,815,147,364,0,2
M-V 05-3245,KI,175,636,186,367,0,6
NEW 41-2811,KI,139,381,87,228,0,2
KIR 01-0403,KI,163,537,112,275,0,0
PINE,KI,32,139,44,76,0,0
SEA 36-3345,KI,141,517,116,260,0,3
SHL 32-0559,KI,89,308,68,157,0,0
SEA 36-3341,KI,160,654,161,325,0,4
BEL 41-0180,KI,98,325,75,173,0,0
BUR 34-0402,KI,139,390,100,241,0,2
SEA 34-1515,KI,146,391,101,247,0,0
SEA 34-1514,KI,155,521,119,277,0,3
SEA 34-1517,KI,78,260,66,145,0,1
SEA 34-1516,KI,118,399,106,227,0,3
SEA 34-1511,KI,85,320,85,172,0,2
