Row Label,County,Maintained,Registered Voters,Repealed,Times Blank Voted,Times Counted,Times Over Voted
KEN 47-1102,KI,183,759,165,34,382,0
MED 48-0749,KI,173,485,69,43,285,0
SEA 32-3656,KI,178,474,78,32,288,0
SEA 34-1412,KI,117,261,32,17,166,0
FALCON,KI,134,456,120,34,288,0
SEA 36-1319,KI,187,469,64,34,285,0
SEA 36-1318,KI,354,999,112,71,537,0
SEA 36-1317,KI,214,631,99,57,370,0
SEA 36-2119,KI,137,277,21,18,176,0
KMR 46-0501,KI,178,546,98,28,304,0
TUK 11-3499,KI,60,245,37,12,109,0
CHAUTAUQUA,KI,158,416,75,26,259,0
SEA 43-2004,KI,147,356,36,23,206,0
SUNNYWOOD,KI,157,629,102,28,287,0
M-V 05-3242,KI,114,588,129,19,262,0
LAKE JOY,KI,237,845,180,61,478,0
BEL 48-2715,KI,175,471,88,35,298,0
SEA 43-2006,KI,116,298,36,17,169,0
TAHLEQUAH,KI,229,550,75,45,349,0
BEL 48-2716,KI,127,593,86,17,230,0
WEBSTER,KI,174,430,84,24,282,0
DES 33-0532,KI,69,271,69,10,148,0
SEA 43-2001,KI,298,648,84,51,433,0
SEA 43-2002,KI,303,587,44,44,391,0
KIR 01-2561,KI,199,649,116,25,340,0
SI VIEW,KI,130,433,110,19,259,0
SET 33-3073,KI,83,285,77,11,171,0
MERLOT,KI,206,527,117,26,349,0
RNT 33-1204,KI,214,851,210,37,461,0
KIR 48-3337,KI,269,809,142,52,463,0
SEA 11-3580,KI,109,401,45,21,175,0
DUV 45-3502,KI,130,398,86,27,243,0
RED 48-0939,KI,122,457,102,31,255,0
ISS 05-3651,KI,95,396,42,33,170,0
RED 48-0937,KI,83,223,28,14,125,0
RED 48-0935,KI,166,591,89,36,291,0
TAHOMA,KI,163,571,126,24,313,0
BEL 41-0460,KI,168,506,80,41,289,0
PLAINS,KI,205,742,197,28,430,0
SEA 37-1864,KI,141,622,95,37,273,0
SEA 43-1870,KI,210,466,31,32,273,0
SAM 45-2684,KI,92,304,57,20,169,0
KIR 45-0630,KI,149,518,74,36,259,0
KIR 45-0631,KI,171,585,103,34,308,0
KIR 45-0632,KI,169,475,81,23,273,0
BEL 41-3680,KI,155,413,63,21,239,0
RNT 11-3619,KI,107,472,94,24,225,0
BEL 41-3684,KI,85,240,29,8,122,0
RNT 37-3154,KI,153,770,132,26,311,0
CYPRESS,KI,0,0,0,0,0,0
SHL 32-0832,KI,147,343,48,30,225,0
NPK 33-2474,KI,155,454,122,39,316,0
KMR 46-0695,KI,162,532,97,40,299,0
HAPPY VALLEY,KI,35,141,29,18,82,0
RED 48-3147,KI,112,439,47,16,175,0
ADAIR,KI,428,928,273,55,756,0
SEA 34-1257,KI,160,510,100,44,304,0
SEA 34-1254,KI,85,346,55,10,150,0
SEA 34-1255,KI,99,414,82,21,202,0
SEA 34-1252,KI,169,660,94,32,295,0
SEA 34-1250,KI,135,335,38,26,199,0
SEA 34-1251,KI,141,538,132,39,312,0
COV 47-3365,KI,93,286,55,16,164,0
KIR 48-2915,KI,141,411,70,29,240,0
SET 33-3065,KI,77,464,56,13,146,0
SHL 32-0903,KI,91,271,62,18,171,0
BOT 01-3195,KI,122,510,103,25,250,0
RED 48-2789,KI,96,438,41,8,145,0
RNT 11-0031,KI,133,660,145,20,298,0
BUR 34-0485,KI,165,583,106,31,302,0
TUK 11-3128,KI,136,717,124,28,288,0
NEW 41-3681,KI,113,386,61,28,202,0
SET 33-3060,KI,53,373,67,14,134,0
LINCOLN,KI,62,312,91,15,168,0
RNT 41-1017,KI,97,370,66,20,183,0
RNT 41-1010,KI,114,416,84,21,219,0
RNT 41-1018,KI,235,868,179,50,464,0
SUNSET,KI,58,230,53,10,121,0
FRANKLIN,KI,36,160,25,2,63,0
BEL 41-0108,KI,143,440,57,30,230,0
KEN 47-3676,KI,36,127,24,4,64,0
BUR 33-0705,KI,130,701,105,25,260,0
RED 45-2580,KI,167,384,65,30,262,0
SEA 36-1687,KI,197,644,83,29,309,0
SEA 37-3573,KI,72,564,24,15,111,0
SHL 32-0012,KI,93,340,46,20,159,0
SEA 46-2249,KI,111,250,38,21,170,0
SEA 46-2240,KI,207,431,44,39,290,0
SEA 46-2243,KI,232,514,76,51,359,0
SEA 46-2245,KI,211,409,66,45,322,0
SEA 46-2244,KI,136,268,33,22,191,0
SEA 46-2247,KI,291,630,76,54,421,0
SEA 43-1380,KI,144,301,23,16,183,0
FED 30-3110,KI,107,351,63,24,194,0
RED 48-2968,KI,169,817,106,23,298,0
RED 48-2969,KI,164,443,71,18,253,0
RED 48-2966,KI,86,526,83,10,179,0
RED 48-2967,KI,218,821,115,40,373,0
KEN 47-3493,KI,124,554,119,26,269,0
LAKE LEOTA,KI,203,562,74,36,313,0
KENTLAKE,KI,126,647,137,27,290,0
WYNONA,KI,122,462,69,20,211,0
SEA 37-2799,KI,125,445,54,27,206,0
UNION HILL,KI,220,628,107,47,374,0
SEA 37-1620,KI,78,418,48,14,140,0
WOD 45-1225,KI,171,478,82,26,279,0
COV 47-1145,KI,161,696,135,22,318,0
EASTRIDGE,KI,278,818,159,37,474,0
SEA 37-1621,KI,82,342,51,17,151,1
SEA 46-2100,KI,164,370,62,20,246,0
HOBART,KI,178,621,164,32,374,0
SEA 36-1665,KI,240,515,77,39,356,0
SEA 36-1664,KI,150,326,45,23,218,0
MADISON,KI,66,305,80,11,157,0
ISS 05-3138,KI,174,435,77,36,287,0
AUB 47-1066,KI,102,370,90,19,211,0
BOT 01-2473,KI,135,481,102,19,256,0
FED 30-3027,KI,129,654,125,34,288,0
FED 30-3026,KI,113,399,69,13,195,0
FED 30-3025,KI,170,506,111,26,307,0
FED 30-3024,KI,112,349,88,22,222,0
FED 30-3023,KI,127,412,108,23,258,0
FED 30-3022,KI,65,216,53,14,132,0
FED 30-3021,KI,106,566,129,14,249,0
FED 30-3020,KI,111,436,85,27,223,0
BRINN,KI,234,848,229,50,513,0
NEW 41-3529,KI,156,569,72,21,249,0
SAM 41-2940,KI,68,243,46,22,136,0
SEA 37-1628,KI,119,444,70,26,215,0
FED 30-3029,KI,61,309,47,9,117,0
KIR 45-2934,KI,108,368,66,22,196,0
SEA 36-1701,KI,159,331,47,25,231,0
KEN 33-3629,KI,17,61,9,1,27,0
SEA 34-3648,KI,153,470,58,29,240,0
SEA 43-2017,KI,209,430,32,26,267,0
SEA 43-2016,KI,154,333,26,17,197,0
SEA 43-2015,KI,127,333,32,36,195,0
SEA 43-2014,KI,192,352,38,30,260,0
SEA 43-2013,KI,164,310,31,21,216,0
SHL 32-0232,KI,125,386,77,29,231,0
SEA 43-2011,KI,140,278,30,19,189,0
TUK 11-2955,KI,137,653,112,25,274,0
TUK 11-2956,KI,45,460,53,14,112,0
SEA 43-2018,KI,280,559,46,37,363,0
TWINBERRY,KI,322,656,182,43,547,0
TUK 11-2951,KI,108,601,109,19,236,0
TUK 11-2952,KI,57,294,60,9,126,0
MED 48-0750,KI,231,661,109,49,389,0
MED 48-0751,KI,213,510,90,28,331,0
MED 48-0752,KI,192,527,89,30,311,0
SEA 46-2093,KI,246,462,41,30,317,0
COVE,KI,222,545,83,45,350,0
DES 33-0437,KI,91,271,52,12,155,0
RNT 11-3660,KI,94,341,70,10,174,0
PAC 30-0885,KI,146,762,166,30,342,0
PAC 30-0887,KI,110,796,198,24,332,0
PAC 30-0886,KI,134,668,131,21,287,1
RNT 41-3438,KI,80,365,70,10,160,0
SEA 36-1308,KI,137,298,31,25,193,0
SEA 36-1309,KI,223,556,64,41,328,0
SEA 36-1306,KI,182,381,31,27,240,0
SEA 36-1307,KI,137,276,21,16,174,0
SEA 36-1304,KI,173,333,40,21,234,0
SEA 36-1305,KI,143,301,35,28,206,0
SEA 36-1303,KI,190,411,53,26,269,0
SEA 36-1300,KI,148,383,41,25,214,0
SEA 36-1301,KI,152,319,37,29,218,0
SEA 46-3677,KI,122,320,41,18,181,0
SEA 32-2224,KI,166,535,94,29,289,0
KIR 48-2788,KI,145,354,56,14,215,0
BRIARWOOD,KI,158,582,111,24,293,0
KEN 47-0880,KI,73,362,61,14,148,0
SEA 46-2377,KI,294,574,62,35,391,0
KIR 45-0554,KI,105,451,78,17,200,0
RNT 33-0455,KI,157,767,162,20,339,0
LFP 46-2439,KI,123,311,52,25,200,0
SEA 46-2371,KI,222,656,108,41,371,0
SEA 34-3263,KI,99,415,77,18,194,0
ISS 05-2461,KI,187,572,141,36,364,0
SEA 34-3265,KI,97,353,50,21,168,0
SEA 34-3264,KI,92,340,73,15,180,0
SEA 34-3266,KI,66,311,41,10,117,0
SEA 46-2373,KI,206,683,86,39,331,0
SHL 32-0648,KI,126,481,88,18,232,0
SEA 37-3694,KI,34,92,4,6,44,0
SEA 36-1273,KI,126,279,54,21,201,0
EDGEHILL,KI,30,67,12,2,44,0
BEL 48-2412,KI,93,308,53,22,168,0
AUB 47-3635,KI,152,746,114,29,295,0
FED 30-3599,KI,117,420,61,35,213,0
RNT 11-3590,KI,154,710,147,26,327,0
M-V 05-3589,KI,180,725,129,34,343,0
FED 30-3596,KI,86,332,76,16,178,0
RED 45-3315,KI,312,705,126,65,503,0
COV 47-3551,KI,82,375,84,15,181,0
AUB 30-2702,KI,73,470,77,6,156,0
AUB 30-2703,KI,27,262,33,3,63,0
SAM 41-2469,KI,160,529,86,42,288,0
SHL 32-0735,KI,82,269,41,18,141,0
BEL 41-3671,KI,101,337,47,16,164,0
SEA 36-3252,KI,135,477,56,20,211,0
SEA 37-1854,KI,110,386,60,20,190,0
SEA 43-1849,KI,125,323,19,17,161,0
SEA 37-1850,KI,244,650,73,29,346,0
SEA 37-1853,KI,97,281,13,10,120,0
MONEYSMITH,KI,175,669,186,29,390,0
SEA 43-1845,KI,189,575,60,28,277,0
SEA 43-1847,KI,167,484,34,26,227,0
SEA 43-1846,KI,116,345,30,12,158,0
SEA 43-1843,KI,188,551,41,22,251,0
SEA 43-1842,KI,195,521,44,43,282,0
M-V 05-2748,KI,159,806,154,34,347,0
BEL 41-3695,KI,116,390,46,21,183,0
SEA 43-2545,KI,253,699,76,46,375,0
KEN 33-0270,KI,42,271,39,6,87,0
CAR 05-0290,KI,125,512,115,36,276,0
SHL 32-0537,KI,128,337,58,26,212,0
RNT 11-0804,KI,161,842,150,31,342,0
BROOKSIDE,KI,217,548,101,27,345,0
AUB 47-2729,KI,98,396,66,18,182,0
CLAY,KI,115,438,104,18,237,0
FARLEY,KI,181,739,194,39,414,0
WOD 45-3192,KI,115,352,76,20,211,0
WOD 45-3193,KI,102,462,75,31,209,1
ROUNDTABLE,KI,81,602,100,31,212,0
AUB 47-2723,KI,101,346,123,10,234,0
RIDGE,KI,229,669,131,33,393,0
BUR 33-0562,KI,86,403,92,16,194,0
AUB 47-2478,KI,125,490,177,26,328,0
AUB 47-3413,KI,153,758,147,23,323,0
SHL 32-1077,KI,123,471,82,20,225,0
KEN 33-2570,KI,132,582,109,24,265,0
BEL 41-1235,KI,107,334,49,24,180,0
SHL 32-0917,KI,155,537,68,29,252,0
SHL 32-0914,KI,182,495,78,29,289,0
SEA 34-1533,KI,102,229,40,17,159,0
SEA 34-1532,KI,96,237,35,7,138,0
SEA 43-1263,KI,168,350,34,28,230,0
SEA 34-1530,KI,226,619,113,28,367,0
SEA 34-1537,KI,91,289,47,18,156,0
SEA 34-1536,KI,118,304,49,24,191,0
SEA 34-1535,KI,102,239,33,11,146,0
KIR 01-2918,KI,181,667,107,33,321,0
SEA 43-1269,KI,172,357,38,24,234,0
SEA 43-1268,KI,199,352,35,20,254,0
SEA 34-1539,KI,121,356,58,19,198,0
SEA 34-1538,KI,105,378,69,28,202,0
HUNTER,KI,219,811,130,40,389,0
SEA 43-1353,KI,199,449,34,27,260,0
GUENEVERE,KI,65,342,69,15,149,0
SEA 46-2298,KI,136,321,41,28,205,0
WEEKS,KI,221,713,131,38,390,0
THOMAS,KI,136,442,93,20,249,0
KEN 33-1055,KI,57,424,58,8,123,0
N-B 05-3611,KI,151,664,134,31,316,0
LAKE DESIRE,KI,167,605,129,27,323,0
NAILA,KI,177,798,193,46,416,0
BRIGID,KI,72,320,84,12,168,0
WOD 45-1205,KI,205,507,108,27,340,0
BOT 01-2865,KI,113,356,72,20,205,0
SHL 32-0001,KI,91,439,63,21,175,0
ROWAN,KI,102,356,69,24,195,0
KMR 46-0677,KI,153,552,82,39,274,0
BRIDLE TRAILS,KI,0,0,0,0,0,0
SEA 46-2257,KI,359,799,93,57,509,0
SEA 46-2252,KI,110,261,38,24,172,0
SEA 46-2253,KI,218,521,62,42,322,0
SEA 46-2251,KI,233,555,75,44,352,0
GLENN,KI,74,255,46,6,126,0
MAURY,KI,185,413,84,23,292,0
BEL 48-0167,KI,81,271,62,15,158,0
SEA 36-2148,KI,155,359,41,33,229,0
KEN 47-3483,KI,157,606,108,20,285,0
SEA 43-2862,KI,239,736,86,35,360,0
SEA 46-2353,KI,114,488,63,22,199,0
COV 47-1153,KI,123,626,140,21,284,0
SET 33-1031,KI,187,925,176,35,398,0
SEA 46-2317,KI,181,433,60,28,269,0
SHL 32-0454,KI,99,300,59,15,173,0
SEA 43-1280,KI,239,669,57,41,337,0
LAKE YOUNGS,KI,197,669,167,26,390,0
FED 30-3034,KI,87,359,71,13,171,0
FED 30-3035,KI,62,265,57,9,128,0
ARTHUR,KI,302,863,177,31,510,0
FED 30-3037,KI,84,359,97,10,191,0
FED 30-3030,KI,93,361,71,11,175,0
FED 30-3031,KI,135,542,115,23,273,0
FED 30-3032,KI,63,267,52,16,131,0
FED 30-3033,KI,99,408,87,15,201,0
BEL 41-2484,KI,105,404,71,23,199,0
FED 30-3038,KI,57,198,43,15,115,0
FED 30-3039,KI,84,331,86,16,186,0
ISS 41-2401,KI,197,657,98,47,342,0
SHL 32-1197,KI,102,352,65,24,191,0
KEN 11-3663,KI,100,387,105,20,225,0
BINGAMAN,KI,145,565,143,25,313,0
ISS 41-2409,KI,415,1074,306,108,829,0
RENHILL,KI,93,406,93,18,204,0
BARCLAY,KI,84,295,56,22,162,0
C-H 48-0323,KI,159,440,69,30,258,0
C-H 48-0322,KI,81,252,62,16,159,0
C-H 48-0321,KI,143,356,56,17,216,0
SEA 43-2007,KI,104,256,33,26,164,1
SEA 43-2000,KI,212,550,50,32,294,0
C-H 48-0326,KI,95,268,46,20,161,0
C-H 48-0325,KI,173,446,68,34,276,1
C-H 48-0324,KI,151,434,81,33,265,0
SEA 43-2008,KI,138,257,15,16,169,0
SEA 43-2009,KI,243,487,59,27,329,0
KMR 46-0696,KI,255,728,151,49,455,0
DUV 45-0389,KI,244,817,142,28,414,0
SEA 46-1284,KI,98,278,29,13,140,0
SEA 46-1285,KI,148,303,20,14,182,0
SEA 46-1282,KI,276,656,70,53,399,0
SEA 46-1283,KI,148,391,28,28,204,0
SEA 36-1661,KI,132,277,45,16,193,0
SEA 36-1663,KI,145,275,41,19,205,0
SEA 36-1662,KI,189,450,72,30,291,0
BOT 01-2677,KI,128,344,55,21,204,0
BOT 01-2676,KI,189,825,161,41,391,0
SEA 36-1666,KI,255,572,82,23,360,0
SEA 36-1668,KI,141,443,76,27,244,0
SHL 32-0357,KI,162,501,77,25,264,0
SEA 36-1689,KI,198,484,83,32,313,0
SEA 36-1688,KI,108,273,52,19,179,0
SHL 32-0754,KI,221,629,116,52,389,0
RED 45-3547,KI,258,711,95,35,388,0
SEA 36-1683,KI,116,305,57,32,205,0
SEA 36-1682,KI,114,309,49,27,190,0
KIR 45-1019,KI,204,767,126,34,364,0
N-B 05-3296,KI,202,682,153,37,392,0
SEA 36-1686,KI,213,768,102,37,352,0
SEA 36-1685,KI,147,418,46,27,220,0
SEA 36-1684,KI,104,338,47,22,173,0
KIR 45-2760,KI,200,618,145,41,386,0
KIR 45-2761,KI,174,601,121,47,342,0
SEA 36-2795,KI,142,479,49,18,209,0
WESTWOOD,KI,0,0,0,0,0,0
SHL 32-1178,KI,108,393,64,14,186,0
SEA 43-1271,KI,193,473,44,23,260,0
FED 30-2988,KI,143,629,155,34,332,0
SEA 43-1363,KI,286,725,62,38,386,0
SEA 37-1840,KI,189,616,61,31,281,0
B-D 05-3463,KI,0,0,0,0,0,0
RNT 11-3588,KI,43,481,68,9,120,0
FED 30-3582,KI,47,255,40,8,95,0
SHL 32-0488,KI,76,282,33,27,136,0
BEL 41-0408,KI,84,212,38,14,136,0
WOD 45-3270,KI,162,612,102,34,298,0
DEVILLE,KI,121,558,125,17,263,0
WYNOCHE,KI,140,397,98,19,257,0
HPT 48-0533,KI,112,334,62,30,204,0
BOWOOD,KI,199,625,106,34,339,0
SEA 11-1942,KI,166,526,78,27,271,0
SEA 11-1941,KI,154,431,48,22,224,0
SEA 37-1841,KI,288,813,69,39,396,0
SEA 11-1947,KI,123,453,52,29,204,0
SEA 11-1945,KI,210,703,92,39,341,0
RED 45-2492,KI,108,356,82,24,214,0
SEA 43-1851,KI,310,694,58,45,413,0
SEA 43-1856,KI,245,579,53,24,322,0
SEA 43-1857,KI,196,528,33,22,251,0
SEA 43-1855,KI,241,619,46,50,337,0
MILWAUKEE,KI,14,50,9,1,24,0
RNT 11-2475,KI,139,654,112,41,292,0
SEA 43-1859,KI,203,553,58,25,286,0
HAM LAKE,KI,135,467,98,34,267,0
BRYAN,KI,81,351,90,17,188,0
KIR 45-0610,KI,170,552,123,29,322,0
KIR 45-0616,KI,178,557,94,25,297,0
BUR 34-0381,KI,104,486,104,35,243,0
KIR 45-0618,KI,196,454,87,32,315,0
KIR 45-0619,KI,121,296,50,19,190,0
SHL 32-0241,KI,162,612,97,32,291,0
KIR 01-0870,KI,181,632,117,42,340,0
MORTON,KI,176,723,208,41,425,0
SEA 43-1858,KI,143,335,36,24,203,0
SHL 32-0866,KI,110,432,82,23,215,0
SEA 46-2285,KI,145,286,40,26,211,0
RNT 41-0995,KI,182,740,136,28,346,0
RNT 41-0994,KI,129,488,97,24,250,0
RNT 41-0993,KI,138,703,145,38,321,0
BEL 41-3225,KI,150,539,67,28,245,0
BEL 41-3226,KI,174,531,77,27,278,0
SEA 36-3689,KI,110,398,29,27,166,0
SEA 36-3686,KI,157,501,67,30,254,0
SEAN,KI,159,690,157,51,367,0
SEA 43-2069,KI,285,652,53,61,399,0
SEA 46-2283,KI,149,348,40,25,214,0
BUR 34-0560,KI,120,474,87,16,223,0
BOT 01-0257,KI,222,718,139,56,417,0
BOT 01-0256,KI,251,670,126,40,417,0
BOT 01-0255,KI,230,750,152,46,428,0
BOT 01-0254,KI,193,561,83,35,311,0
BOT 01-0253,KI,121,400,76,32,229,0
BOT 01-0252,KI,147,514,128,33,308,0
SHL 32-1158,KI,81,317,67,10,158,0
BOT 01-0259,KI,129,430,84,32,245,0
BOT 01-0258,KI,259,817,142,39,440,0
ISS 05-3691,KI,91,314,55,26,172,0
AUB 47-0041,KI,119,735,154,30,303,0
ISS 05-3697,KI,0,0,0,0,0,0
BEL 41-0333,KI,60,222,30,10,100,0
SEA 46-2320,KI,139,350,62,21,222,0
SEA 46-2321,KI,166,333,40,19,225,0
SEA 34-1520,KI,114,314,53,23,190,0
SEA 34-1521,KI,101,266,58,22,181,0
SEA 34-1522,KI,119,261,35,17,171,0
SEA 34-1523,KI,120,296,55,18,193,0
SEA 34-1524,KI,122,291,50,27,199,0
SEA 34-1526,KI,105,248,30,21,156,0
SEA 34-1527,KI,203,684,109,39,351,0
PORTAGE,KI,163,396,80,27,270,0
SEA 43-1278,KI,215,588,55,38,308,0
SEA 43-1279,KI,290,684,63,53,406,0
WOD 45-0676,KI,192,502,77,35,304,0
WHITE CENTER,KI,147,788,136,14,297,0
REINTREE,KI,210,565,113,30,353,0
M-I 41-0781,KI,98,216,26,16,140,0
M-I 41-0780,KI,146,389,54,26,226,0
M-I 41-0782,KI,182,503,66,36,285,1
M-I 41-0785,KI,151,380,60,32,243,0
M-I 41-0784,KI,154,411,58,34,246,0
NEW 41-3228,KI,140,470,81,33,254,0
DES 33-2672,KI,102,577,110,19,231,0
M-I 41-0789,KI,250,607,93,48,391,0
NEW 41-3227,KI,128,467,94,32,254,0
LFP 46-1143,KI,177,436,92,30,299,0
KEN 47-2836,KI,128,531,115,16,259,0
KEN 47-2834,KI,147,564,90,18,255,0
SEA 11-1550,KI,132,563,69,21,222,0
SEA 11-1552,KI,88,379,58,20,166,0
DES 33-2455,KI,86,579,79,10,175,0
SHL 32-0038,KI,147,498,70,30,247,0
SEA 43-2928,KI,251,639,48,40,339,0
DORRE DON,KI,218,793,210,49,477,0
KEN 47-2838,KI,150,650,134,23,307,0
KEN 47-3344,KI,138,473,133,27,298,0
M-I 41-0769,KI,207,544,87,39,333,0
M-I 41-0768,KI,102,307,47,21,170,0
ISS 05-3206,KI,241,758,117,61,419,0
M-I 41-0763,KI,128,303,50,22,200,0
M-I 41-0762,KI,89,256,33,26,148,0
M-I 41-0761,KI,143,335,49,16,208,0
M-I 41-0767,KI,91,260,36,14,141,0
M-I 41-0766,KI,123,322,45,29,197,0
M-I 41-0765,KI,270,645,121,50,441,0
FED 30-3574,KI,45,353,62,10,117,0
SEA 46-2099,KI,210,437,43,40,293,0
THISTLE,KI,74,334,69,9,152,0
WOLF,KI,148,690,123,37,308,0
DES 33-1071,KI,75,390,85,21,181,0
COV 47-2586,KI,109,588,117,17,243,0
COV 47-1127,KI,155,606,121,27,303,0
SEA 34-1469,KI,98,362,58,26,182,0
SEA 34-1468,KI,138,448,94,24,256,0
BROOKSHIRE,KI,111,430,71,25,207,0
FED 30-3008,KI,63,365,87,13,163,0
BEL 41-2906,KI,147,474,81,36,264,0
M-V 05-1218,KI,204,674,145,29,378,0
FED 30-3001,KI,162,622,160,35,357,0
FED 30-3000,KI,76,479,103,18,197,0
FED 30-3003,KI,129,563,116,25,270,0
FED 30-3002,KI,114,690,169,31,314,0
FED 30-3005,KI,102,298,84,14,201,1
MIRRORMONT,KI,133,446,84,26,243,0
FED 30-3007,KI,65,242,62,17,144,0
FED 30-3006,KI,100,466,88,19,207,0
KIR 45-3397,KI,73,314,49,8,130,0
RAGING RIVER,KI,149,505,93,26,268,0
N-B 05-3406,KI,59,309,62,15,136,0
CEDAR PARK,KI,64,245,46,8,118,0
SHAWNEE,KI,182,426,77,32,291,0
ILLAHEE,KI,83,328,121,18,222,0
FRAGER,KI,1,2,0,0,1,0
SEA 43-2039,KI,158,328,24,17,199,0
SEA 43-2038,KI,269,560,49,37,355,0
SEA 43-2033,KI,198,438,52,26,276,0
SEA 43-2035,KI,206,668,62,33,301,0
PORT,KI,2,17,4,1,7,0
SEA 43-2037,KI,202,551,45,27,274,0
KIR 48-2657,KI,118,385,67,17,202,0
KMR 46-0689,KI,227,550,87,33,347,0
KMR 46-0686,KI,159,478,92,32,283,0
SEA 36-1326,KI,276,693,114,46,436,0
KEN 47-0662,KI,190,659,173,36,399,0
CARRIAGE LANE,KI,162,621,113,39,314,0
AVALON,KI,78,372,88,25,191,0
SEA 36-1676,KI,99,261,42,26,167,0
SEA 36-1677,KI,143,336,51,25,219,0
WHITE RIVER,KI,170,597,139,28,337,0
SEA 36-1675,KI,132,309,55,22,209,0
SEA 36-1672,KI,106,252,41,17,164,0
SEA 36-1673,KI,303,806,157,70,530,0
SEA 36-1670,KI,205,492,84,42,331,0
SEA 43-2105,KI,251,628,62,48,361,0
SEA 43-2104,KI,197,379,36,27,260,0
BUR 33-0957,KI,74,323,53,14,141,0
SEA 43-1262,KI,209,468,54,45,308,0
SEA 36-1679,KI,168,413,74,30,272,0
KMR 46-0535,KI,182,610,104,38,324,0
SHL 32-0692,KI,173,554,96,30,299,0
SEA 36-1698,KI,105,278,53,9,167,0
SEA 36-1699,KI,107,295,39,14,160,0
ISS 05-0548,KI,224,772,115,59,398,0
SEA 36-1690,KI,95,342,48,34,178,1
SEA 36-1691,KI,99,274,41,16,156,0
SEA 36-1692,KI,162,363,68,26,256,0
BRYN MAWR,KI,107,365,71,23,201,0
BEL 48-3675,KI,80,330,48,13,141,0
BEL 48-3674,KI,96,436,61,28,185,0
SEA 36-1696,KI,172,433,78,36,286,0
SEA 36-1697,KI,118,312,49,19,186,0
BOT 01-3420,KI,95,399,89,21,205,0
DES 33-0297,KI,48,240,62,11,121,0
SEA 36-2118,KI,185,383,46,19,250,0
KEN 33-3172,KI,79,571,53,10,142,0
BEA 41-0099,KI,87,240,44,20,151,0
SEA 36-2523,KI,216,496,76,41,333,0
SEA 36-2522,KI,131,356,71,28,230,0
SEA 46-3688,KI,14,24,1,0,15,0
SEA 36-2520,KI,201,573,68,29,298,0
SEA 36-2527,KI,121,294,50,24,195,0
SEA 36-2526,KI,215,444,62,23,301,1
SEA 36-2524,KI,93,216,36,23,152,0
SEA 36-2529,KI,215,456,64,35,314,0
SEA 36-2528,KI,269,576,92,39,400,0
SEA 36-1722,KI,157,536,61,38,256,0
FED 30-2999,KI,55,392,74,8,137,0
FED 30-2994,KI,60,225,47,11,118,0
FED 30-2995,KI,64,243,46,12,122,0
FED 30-2996,KI,100,510,96,22,218,0
FED 30-2990,KI,105,589,107,27,239,0
FED 30-2991,KI,70,360,95,22,187,0
FED 30-2992,KI,89,356,68,17,174,0
FED 30-2993,KI,167,677,139,34,340,0
KIR 45-0442,KI,165,557,86,35,286,0
SHL 32-0346,KI,89,256,29,13,131,0
M-V 05-3367,KI,180,763,148,29,358,1
M-V 05-3366,KI,79,446,74,19,172,0
DES 33-0361,KI,99,386,88,14,201,0
DES 33-0360,KI,184,582,152,37,373,0
DES 33-0363,KI,70,350,72,12,154,0
DES 33-0362,KI,94,554,102,13,209,0
M-V 05-3369,KI,178,680,175,30,383,0
DES 33-0364,KI,84,441,100,12,196,0
DES 33-0367,KI,107,411,108,19,234,0
DES 33-0366,KI,163,593,152,28,343,0
SEA 43-1266,KI,146,351,39,28,213,0
SEA 37-1839,KI,280,754,84,35,399,0
SEA 37-1838,KI,266,764,106,33,405,0
KIR 01-2488,KI,275,786,140,58,473,0
SEA 37-1834,KI,129,386,47,12,188,0
SEA 37-1833,KI,228,653,85,23,336,0
SEA 37-1831,KI,148,353,48,25,221,0
SEA 43-1826,KI,255,567,70,29,354,0
SEA 43-1821,KI,106,233,26,12,144,0
KEN 47-0910,KI,122,765,158,29,309,0
BUR 33-0094,KI,103,450,94,32,229,0
SEA 46-2350,KI,126,407,70,21,217,0
AUB 47-3276,KI,114,610,117,16,247,0
NEW 41-0840,KI,187,684,118,32,337,0
KMR 46-2754,KI,121,344,55,35,211,0
BEL 41-0505,KI,100,279,66,31,197,0
BUR 34-0710,KI,72,357,82,21,175,0
RNT 41-0989,KI,137,693,108,25,270,0
STACY,KI,36,173,39,14,89,0
SEA 36-2749,KI,83,336,35,12,130,0
SEA 34-1546,KI,171,385,58,28,257,0
AUB 47-2700,KI,29,212,40,4,73,0
AUB 47-2701,KI,61,486,75,10,146,0
SEA 36-2743,KI,219,501,80,33,332,0
VALENCIA,KI,120,501,119,19,258,0
SAM 41-2937,KI,141,452,73,35,249,0
KELSEY,KI,94,439,98,17,209,0
KEN 33-0453,KI,166,815,176,22,364,0
M-V 05-3245,KI,215,636,131,21,367,0
NEW 41-2811,KI,130,381,82,16,228,0
KIR 01-0403,KI,149,537,100,26,275,0
PINE,KI,35,139,37,4,76,0
SEA 36-3345,KI,174,517,61,25,260,0
SHL 32-0559,KI,94,308,45,18,157,0
SEA 36-3341,KI,216,654,87,22,325,0
BEL 41-0180,KI,103,325,48,22,173,0
BUR 34-0402,KI,123,390,86,32,241,0
SEA 34-1515,KI,165,391,61,21,247,0
SEA 34-1514,KI,151,521,105,21,277,0
SEA 34-1517,KI,89,260,33,23,145,0
SEA 34-1516,KI,135,399,66,26,227,0
SEA 34-1511,KI,103,320,45,24,172,0
