"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"CITY OF OTHELLO Council Position 3","AD","Kenneth E. Caylor","Othello City #6","416","32"
"CITY OF OTHELLO Council Position 3","AD","Michael R Crosier","Othello City #6","416","5"
"CITY OF OTHELLO Mayor","AD","Shawn R. Logan","Total","-1","308"
"CITY OF OTHELLO Mayor","AD","Tim Wilson","Total","-1","162"
"CITY OF OTHELLO Mayor","AD","Shannon McKay","Total","-1","147"
"CITY OF OTHELLO Mayor","AD","Shawn R. Logan","Othello City #1","411","9"
"CITY OF OTHELLO Mayor","AD","Tim Wilson","Othello City #1","411","10"
"CITY OF OTHELLO Mayor","AD","Shannon McKay","Othello City #1","411","1"
"CITY OF OTHELLO Mayor","AD","Shawn R. Logan","Othello City #2","412","74"
"CITY OF OTHELLO Mayor","AD","Tim Wilson","Othello City #2","412","32"
"CITY OF OTHELLO Mayor","AD","Shannon McKay","Othello City #2","412","30"
"CITY OF OTHELLO Mayor","AD","Shawn R. Logan","Othello City #3","413","56"
"CITY OF OTHELLO Mayor","AD","Tim Wilson","Othello City #3","413","30"
"CITY OF OTHELLO Mayor","AD","Shannon McKay","Othello City #3","413","23"
"CITY OF OTHELLO Mayor","AD","Shawn R. Logan","Othello City #4","414","77"
"CITY OF OTHELLO Mayor","AD","Tim Wilson","Othello City #4","414","39"
"CITY OF OTHELLO Mayor","AD","Shannon McKay","Othello City #4","414","27"
"CITY OF OTHELLO Mayor","AD","Shawn R. Logan","Othello City #5","415","64"
"CITY OF OTHELLO Mayor","AD","Tim Wilson","Othello City #5","415","34"
"CITY OF OTHELLO Mayor","AD","Shannon McKay","Othello City #5","415","51"
"CITY OF OTHELLO Mayor","AD","Shawn R. Logan","Othello City #6","416","28"
"CITY OF OTHELLO Mayor","AD","Tim Wilson","Othello City #6","416","17"
"CITY OF OTHELLO Mayor","AD","Shannon McKay","Othello City #6","416","15"
"Town of Friday Harbor Council Member 4","SJ","Matt W. Shildneck","Total","-1","154"
"Town of Friday Harbor Council Member 4","SJ","Farhad Ghatan","Total","-1","212"
"Town of Friday Harbor Council Member 4","SJ","Felix Menjivar","Total","-1","80"
"Town of Friday Harbor Council Member 4","SJ","Matt W. Shildneck","Friday Harbor North","101","82"
"Town of Friday Harbor Council Member 4","SJ","Farhad Ghatan","Friday Harbor North","101","121"
"Town of Friday Harbor Council Member 4","SJ","Felix Menjivar","Friday Harbor North","101","45"
"Town of Friday Harbor Council Member 4","SJ","Matt W. Shildneck","Friday Harbor South","102","72"
"Town of Friday Harbor Council Member 4","SJ","Farhad Ghatan","Friday Harbor South","102","91"
"Town of Friday Harbor Council Member 4","SJ","Felix Menjivar","Friday Harbor South","102","35"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","Total","-1","1702"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","Total","-1","1261"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","Total","-1","604"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 02","161","148"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 02","161","122"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 02","161","59"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 03","162","183"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 03","162","122"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 03","162","64"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 04","163","149"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 04","163","152"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 04","163","68"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 05","164","212"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 05","164","142"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 05","164","65"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 06","165","218"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 06","165","127"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 06","165","49"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","LANGLEY","166","136"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","LANGLEY","166","120"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","LANGLEY","166","59"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 07","167","175"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 07","167","131"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 07","167","60"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 08","168","138"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 08","168","105"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 08","168","67"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 09","169","196"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 09","169","115"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 09","169","54"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Rocco J. Gianni","S WHIDBEY 10","170","147"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Betty Bond","S WHIDBEY 10","170","125"
"SO WHIDBEY SCH 206 Director, Position 5","IS","Miriam Coates","S WHIDBEY 10","170","59"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","Total","-1","3083"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","Total","-1","1150"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","ALDER CREEK","1","49"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","ALDER CREEK","1","44"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","CENTERVILLE","2","124"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","CENTERVILLE","2","53"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","COLUMBUS","3","23"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","COLUMBUS","3","4"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","E KLICKITAT","4","44"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","E KLICKITAT","4","17"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","F VALLEY","5","108"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","F VALLEY","5","42"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","GLENWOOD","6","148"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","GLENWOOD","6","16"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","HUSUM","7","125"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","HUSUM","7","36"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","LYLE","8","138"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","LYLE","8","63"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","MT BROOK","9","95"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","MT BROOK","9","37"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","N DALLES","11","113"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","N DALLES","11","73"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","N F VALLEY","12","138"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","N F VALLEY","12","57"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","PINE FOREST","13","376"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","PINE FOREST","13","120"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","ROOSEVELT","14","30"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","ROOSEVELT","14","15"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","TROUT LAKE","16","91"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","TROUT LAKE","16","42"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","W KLICKITAT","17","31"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","W KLICKITAT","17","11"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","WISHRAM","19","28"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","WISHRAM","19","26"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","WOODLAND","20","356"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","WOODLAND","20","126"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","ORCHARD HTS","21","118"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","ORCHARD HTS","21","37"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","APPLETON","22","41"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","APPLETON","22","9"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","ALDERDALE","23","4"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","ALDERDALE","23","3"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","E LYLE","24","32"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","E LYLE","24","20"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","RIVER","27","9"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","RIVER","27","4"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","HGH PRAIRIE","28","22"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","HGH PRAIRIE","28","8"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","BINGEN","101","37"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","BINGEN","101","13"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","GOLDENDALE 1","102","233"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","GOLDENDALE 1","102","75"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","GOLDENDALE 2","103","169"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","GOLDENDALE 2","103","60"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","GOLDENDALE 3","104","162"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","GOLDENDALE 3","104","51"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","WHITE SALMON","109","162"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","WHITE SALMON","109","55"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Renea Campbell","N WHITE SALMON","110","77"
"KLICKITAT COUNTY Klickitat County Clerk","KT","Sherrill Basse","N WHITE SALMON","110","33"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","P. Jolene Marchand","Total","-1","61"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Dorothy Palmer","Total","-1","38"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Enid T Wippel","Total","-1","28"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","P. Jolene Marchand","NESPELEM RURAL","27","10"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Dorothy Palmer","NESPELEM RURAL","27","7"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Enid T Wippel","NESPELEM RURAL","27","3"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","P. Jolene Marchand","COLUMBIA","49","19"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Dorothy Palmer","COLUMBIA","49","5"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Enid T Wippel","COLUMBIA","49","7"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","P. Jolene Marchand","BUFFALO LAKE","58","8"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Dorothy Palmer","BUFFALO LAKE","58","6"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Enid T Wippel","BUFFALO LAKE","58","6"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","P. Jolene Marchand","OWHI","68","7"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Dorothy Palmer","OWHI","68","13"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Enid T Wippel","OWHI","68","7"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","P. Jolene Marchand","NESPELEM CITY","104","17"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Dorothy Palmer","NESPELEM CITY","104","7"
"NESPELEM SCHOOL 14 Director Pos. 3","OK","Enid T Wippel","NESPELEM CITY","104","5"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Nancy J. Armstrong-Montes","Total","-1","75"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Andrew C. Joseph, Jr.","Total","-1","38"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Zekkethal "Val" Vargas-Thomas","Total","-1","13"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Nancy J. Armstrong-Montes","NESPELEM RURAL","27","10"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Andrew C. Joseph, Jr.","NESPELEM RURAL","27","6"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Zekkethal "Val" Vargas-Thomas","NESPELEM RURAL","27","4"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Nancy J. Armstrong-Montes","COLUMBIA","49","18"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Andrew C. Joseph, Jr.","COLUMBIA","49","9"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Zekkethal "Val" Vargas-Thomas","COLUMBIA","49","2"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Nancy J. Armstrong-Montes","BUFFALO LAKE","58","14"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Andrew C. Joseph, Jr.","BUFFALO LAKE","58","4"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Zekkethal "Val" Vargas-Thomas","BUFFALO LAKE","58","3"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Nancy J. Armstrong-Montes","OWHI","68","13"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Andrew C. Joseph, Jr.","OWHI","68","11"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Zekkethal "Val" Vargas-Thomas","OWHI","68","3"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Nancy J. Armstrong-Montes","NESPELEM CITY","104","20"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Andrew C. Joseph, Jr.","NESPELEM CITY","104","8"
"NESPELEM SCHOOL 14 Director Pos. 5","OK","Zekkethal "Val" Vargas-Thomas","NESPELEM CITY","104","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","Total","-1","165"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","Total","-1","340"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","Total","-1","686"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","Total","-1","314"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","CONCONULLY RURAL","10","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","CONCONULLY RURAL","10","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","CONCONULLY RURAL","10","17"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","CONCONULLY RURAL","10","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","DUCK LAKE","11","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","DUCK LAKE","11","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","DUCK LAKE","11","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","DUCK LAKE","11","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","MISSION","23","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","MISSION","23","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","MISSION","23","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","MISSION","23","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","NORTH OMAK","29","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","NORTH OMAK","29","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","NORTH OMAK","29","10"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","NORTH OMAK","29","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","POGUE","32","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","POGUE","32","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","POGUE","32","27"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","POGUE","32","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","RIVERSIDE RURAL","33","10"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","RIVERSIDE RURAL","33","10"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","RIVERSIDE RURAL","33","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","RIVERSIDE RURAL","33","21"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","TUNK CREEK","38","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","TUNK CREEK","38","12"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","TUNK CREEK","38","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","TUNK CREEK","38","12"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","DISAUTEL","51","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","DISAUTEL","51","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","DISAUTEL","51","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","DISAUTEL","51","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","HUDSON","52","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","HUDSON","52","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","HUDSON","52","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","HUDSON","52","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","COPPLE","59","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","COPPLE","59","21"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","COPPLE","59","10"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","COPPLE","59","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","ENGH","61","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","ENGH","61","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","ENGH","61","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","ENGH","61","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","SAND FLAT","72","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","SAND FLAT","72","10"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","SAND FLAT","72","19"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","SAND FLAT","72","9"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","CANAL","79","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","CANAL","79","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","CANAL","79","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","CANAL","79","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","GREENACRES","86","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","GREENACRES","86","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","GREENACRES","86","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","GREENACRES","86","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","JOHNSON CREEK","87","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","JOHNSON CREEK","87","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","JOHNSON CREEK","87","12"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","JOHNSON CREEK","87","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","LIME BELT","89","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","LIME BELT","89","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","LIME BELT","89","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","LIME BELT","89","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #1","109","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #1","109","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #1","109","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #1","109","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #2","110","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #2","110","10"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #2","110","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #2","110","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #3","111","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #3","111","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #3","111","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #3","111","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #4","112","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #4","112","9"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #4","112","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #4","112","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #5","113","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #5","113","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #5","113","19"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #5","113","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #6","114","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #6","114","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #6","114","17"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #6","114","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #7","115","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #7","115","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #7","115","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #7","115","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #8","116","0"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #8","116","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #8","116","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #8","116","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK #9","117","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK #9","117","6"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK #9","117","18"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","OMAK #9","117","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","CONCONULLY CITY","131","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","CONCONULLY CITY","131","11"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","CONCONULLY CITY","131","35"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","CONCONULLY CITY","131","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","RIVERSIDE CITY","134","2"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","RIVERSIDE CITY","134","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","RIVERSIDE CITY","134","14"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","RIVERSIDE CITY","134","18"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","COLEMAN BUTTE","185","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","COLEMAN BUTTE","185","7"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","COLEMAN BUTTE","185","20"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","COLEMAN BUTTE","185","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","ASTON","186","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","ASTON","186","9"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","ASTON","186","12"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","ASTON","186","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","WEST RIVER","187","1"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","WEST RIVER","187","5"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","WEST RIVER","187","3"
"OMAK SCHOOL 19 Director Pos. 1","OK","Ken Crofoot","WEST RIVER","187","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Eric Hein","OMAK RIVER","188","4"
"OMAK SCHOOL 19 Director Pos. 1","OK","Megan Azzano","OMAK RIVER","188","8"
"OMAK SCHOOL 19 Director Pos. 1","OK","Dennis D. Carlton","OMAK RIVER","188","14"
